loading_case,mass_kg,cg_fraction_reference_chord,moment_reference_fraction,ixx_kg_m2,iyy_kg_m2,izz_kg_m2,ixy_kg_m2,ixz_kg_m2,iyz_kg_m2
reference,8664.1,0.555,0.54,10186.272,45557.464,48333.264,0.0,0.0,0.0
