time_s,phase,staged,stage1_firing,stage2_firing,stage1_fuel_used_kg,stage2_fuel_used_kg,mass_kg,cg_aft_nose_m,mrc_aft_nose_m,cg_from_mrc_body_x_m,ixx_kg_m2,iyy_kg_m2,izz_kg_m2,ixx_rate_kg_m2_s,iyy_rate_kg_m2_s,izz_rate_kg_m2_s
113,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
114,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
115,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
116,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
117,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
118,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
119,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
120,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
121,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
122,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
123,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
124,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
125,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
126,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
127,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
128,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
129,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
130,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
131,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
132,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
133,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
134,stack_coast,false,false,false,180000,0,134000,9.4216420000000003,16.918790000000001,7.497148000000001,150750,10886636.572139001,10886636.572139001,0,0,0
134.17045176470589,stage2_burn,true,false,true,180000,0,99000,4.7979799999999999,4.7979799999999999,0,111375,941063.76262599998,941063.76262599998,-1470.7520366974206,-11907.844086115867,-11907.844086115867
135,stage2_burn,true,false,true,180000,1084.4975614200591,97915.502438579948,4.7864489170035673,4.7979799999999999,0.011531082996432573,110154.94024340244,931185.63157820515,931185.63157820515,-1470.7520366974206,-11907.844086115867,-11907.844086115867
136,stage2_burn,true,false,true,180000,2391.8327051510996,96608.167294848899,4.7725484799875755,4.7979799999999999,0.025431520012424436,108684.188206705,919277.78749208921,919277.78749208921,-1470.7520366974206,-11907.844086115867,-11907.844086115867
137,stage2_burn,true,false,true,180000,3699.1678488821399,95300.832151117866,4.7586480429715836,4.7979799999999999,0.039331957028416298,107213.4361700076,907369.94340597349,907369.94340597349,-1470.7520366974206,-11907.844086115867,-11907.844086115867
138,stage2_burn,true,false,true,180000,5006.5029926131801,93993.497007386817,4.7447476059555918,4.7979799999999999,0.05323239404440816,105742.68413331018,895462.09931985755,895462.09931985755,-1470.7520366974206,-11907.844086115867,-11907.844086115867
139,stage2_burn,true,false,true,180000,6313.8381363442213,92686.161863655783,4.7308471689395999,4.7979799999999999,0.067132831060400022,104271.93209661276,883554.25523374171,883554.25523374171,-1470.7520366974206,-11907.844086115867,-11907.844086115867
140,stage2_burn,true,false,true,180000,7621.1732800752616,91378.826719924735,4.716946731923608,4.7979799999999999,0.081033268076391884,102801.18005991532,871646.41114762577,871646.41114762577,-1470.7520366974206,-11907.844086115867,-11907.844086115867
141,stage2_burn,true,false,true,180000,8928.5084238063027,90071.491576193701,4.7030462949076162,4.7979799999999999,0.094933705092383747,101330.42802321792,859738.56706150994,859738.56706150994,-1470.7520366974206,-11907.844086115867,-11907.844086115867
142,stage2_burn,true,false,true,180000,10235.843567537342,88764.156432462652,4.6891458578916243,4.7979799999999999,0.10883414210837561,99859.67598652048,847830.72297539399,847830.72297539399,-1470.7520366974206,-11907.844086115867,-11907.844086115867
143,stage2_burn,true,false,true,180000,11543.178711268383,87456.821288731619,4.6752454208756324,4.7979799999999999,0.12273457912436747,98388.923949823075,835922.87888927828,835922.87888927828,-1470.7520366974206,-11907.844086115867,-11907.844086115867
144,stage2_burn,true,false,true,180000,12850.513854999423,86149.486145000585,4.6613449838596406,4.7979799999999999,0.13663501614035933,96918.171913125654,824015.03480316245,824015.03480316245,-1470.7520366974206,-11907.844086115867,-11907.844086115867
145,stage2_burn,true,false,true,180000,14157.848998730464,84842.151001269536,4.6474445468436487,4.7979799999999999,0.1505354531563512,95447.419876428219,812107.1907170465,812107.1907170465,-1470.7520366974206,-11907.844086115867,-11907.844086115867
146,stage2_burn,true,false,true,180000,15465.184142461505,83534.815857538502,4.6335441098276569,4.7979799999999999,0.16443589017234306,93976.667839730813,800199.34663093067,800199.34663093067,-1470.7520366974206,-11907.844086115867,-11907.844086115867
147,stage2_burn,true,false,true,180000,16772.519286192546,82227.480713807454,4.619643672811665,4.7979799999999999,0.17833632718833492,92505.915803033393,788291.50254481472,788291.50254481472,-1470.7520366974206,-11907.844086115867,-11907.844086115867
148,stage2_burn,true,false,true,180000,18079.854429923584,80920.14557007642,4.6057432357956731,4.7979799999999999,0.19223676420432678,91035.163766335972,776383.65845869889,776383.65845869889,-1470.7520366974206,-11907.844086115867,-11907.844086115867
149,stage2_burn,true,false,true,180000,19387.189573654625,79612.810426345372,4.5918427987796813,4.7979799999999999,0.20613720122031864,89564.411729638538,764475.81437258294,764475.81437258294,-1470.7520366974206,-11907.844086115867,-11907.844086115867
150,stage2_burn,true,false,true,180000,20694.524717385666,78305.475282614338,4.5779423617636894,4.7979799999999999,0.22003763823631051,88093.659692941132,752567.97028646711,752567.97028646711,-1470.7520366974206,-11907.844086115867,-11907.844086115867
