acceleration_ecic_x_m_s2,acceleration_ecic_y_m_s2,acceleration_ecic_z_m_s2,aero_force_body_x_n,aero_force_body_y_n,aero_force_body_z_n,aero_moment_body_x_nm,aero_moment_body_y_nm,aero_moment_body_z_nm,air_relative_speed_m_s,air_relative_velocity_m_s,angular_acceleration_body_x_rad_s2,angular_acceleration_body_y_rad_s2,angular_acceleration_body_z_rad_s2,attitude_control_error_magnitude_rad,attitude_control_error_rad,attitude_quaternion,attitude_rad,attitude_rate_rad_s,candidate_index,configuration_variant_id,drag_force_n,event_id,fidelity,force_body_x_n,force_body_y_n,force_body_z_n,force_ecic_x_n,force_ecic_y_n,force_ecic_z_n,gravity_force_body_x_n,gravity_force_body_y_n,gravity_force_body_z_n,heat_rate_w_m2,inertia_x_kg_m2,inertia_xz_kg_m2,inertia_y_kg_m2,inertia_z_kg_m2,left_wing_flap_deg,lower_left_body_flap_deg,lower_right_body_flap_deg,mass_kg,mass_property_profile_id,mission_bank_command_deg,mission_profile_id,mission_segment,moment_body_x_nm,moment_body_y_nm,moment_body_z_nm,phase,pitch_deg,position_m,projected_area_m2,propellant_mass_rate_kg_s,propulsion_force_body_x_n,propulsion_force_body_y_n,propulsion_force_body_z_n,propulsion_moment_body_x_nm,propulsion_moment_body_y_nm,propulsion_moment_body_z_nm,pseudo6dof_profile_id,query_id,right_wing_flap_deg,roll_deg,rotation_equation_residual_nm,rotation_equation_residual_normalized,rudder_deg,specific_energy_j_per_kg,speed_m_s,surface_allocation_achieved_bank_deg,surface_allocation_achieved_pitch_deg,surface_allocation_achieved_yaw_deg,surface_allocation_active,surface_allocation_requested_bank_deg,surface_allocation_requested_pitch_deg,surface_allocation_requested_yaw_deg,surface_allocation_residual_deg,surface_allocation_saturated,termination,time_s,total_force_body_x_n,total_force_body_y_n,total_force_body_z_n,total_force_ecic_n,total_force_ecic_x_n,total_force_ecic_y_n,total_force_ecic_z_n,total_moment_body_x_nm,total_moment_body_y_nm,total_moment_body_z_nm,translation_equation_residual_n,translation_equation_residual_normalized,upper_left_body_flap_deg,upper_right_body_flap_deg,velocity_m_s,wind_velocity_m_s,yaw_deg
,,,,,,,,,250.0,"[125.00000000000003, 0.0, 216.50635094610965]",,,,,,,,,0,nominal,61124.61162149999,,point_mass_3dof,,,,,,,,,,,,,,,,,,11664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[0.0, 0.0, 0.0]",26.612075808,,,,,,,,,query-000000,,,,,,31250.0,250.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,"[125.00000000000003, 0.0, 216.50635094610965]","[0.0, 0.0, 0.0]",
,,,,,,,,,246.75888894083053,"[127.55865107399433, 0.0, 211.23148394000384]",,,,,,,,,0,nominal,58070.524897814634,,point_mass_3dof,,,,,,,,,,,,,,,,,,11564.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[126.2735873573467, 0.0, 213.84251801386202]",26.612075808,,,,,,,,,query-000000,,,,,,32542.05336493721,246.75888894083053,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"[127.55865107399433, 0.0, 211.23148394000384]","[0.0, 0.0, 0.0]",
,,,,,,,,,243.90881137749747,"[130.18350847279896, 0.0, 206.26139335633397]",,,,,,,,,0,nominal,55360.60002480976,,point_mass_3dof,,,,,,,,,,,,,,,,,,11464.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[255.13935867369668, 0.0, 422.5645078977867]",26.612075808,,,,,,,,,query-000000,,,,,,33889.69636516765,243.90881137749747,,,,,,,,,,,2.0,,,,,,,,,,,,,,,"[130.18350847279896, 0.0, 206.26139335633397]","[0.0, 0.0, 0.0]",
,,,,,,,,,241.42597557332437,"[132.86966438895823, 0.0, 201.57418973345028]",,,,,,,,,0,nominal,52953.6735579202,,point_mass_3dof,,,,,,,,,,,,,,,,,,11364.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[386.66102637296655, 0.0, 626.4595555833525]",26.612075808,,,,,,,,,query-000000,,,,,,35286.72044152719,241.42597557332437,,,,,,,,,,,3.0,,,,,,,,,,,,,,,"[132.86966438895823, 0.0, 201.57418973345028]","[0.0, 0.0, 0.0]",
,,,,,,,,,239.28893876668565,"[135.61265506058507, 0.0, 197.15071393100612]",,,,,,,,,0,nominal,50814.5773424023,,point_mass_3dof,,,,,,,,,,,,,,,,,,11264.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[520.8976228252073, 0.0, 825.8007579074578]",26.612075808,,,,,,,,,query-000000,,,,,,36727.93711057649,239.28893876668565,,,,,,,,,,,4.0,,,,,,,,,,,,,,,"[135.61265506058507, 0.0, 197.15071393100612]","[0.0, 0.0, 0.0]",
,,,,,,,,,237.4782266774272,"[138.40839856383198, 0.0, 192.9741520329884]",,,,,,,,,0,nominal,48913.108892105,,point_mass_3dof,,,,,,,,,,,,,,,,,,11164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[657.9039122435227, 0.0, 1020.8432544043907]",26.612075808,,,,,,,,,query-000000,,,,,,38209.006573732564,237.4782266774272,,,,,,,,,,,5.0,,,,,,,,,,,,,,,"[138.40839856383198, 0.0, 192.9741520329884]","[0.0, 0.0, 0.0]",
,,,,,,,,,235.97602354510096,"[141.2531438633085, 0.0, 189.02971469292734]",,,,,,,,,0,nominal,47223.202727280084,,point_mass_3dof,,,,,,,,,,,,,,,,,,11064.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[797.7307462055057, 0.0, 1211.8264073881785]",26.612075808,,,,,,,,,query-000000,,,,,,39726.299282092295,235.97602354510096,,,,,,,,,,,6.0,,,,,,,,,,,,,,,"[141.2531438633085, 0.0, 189.02971469292734]","[0.0, 0.0, 0.0]",
,,,,,,,,,234.76591981667778,"[144.1434289571438, 0.0, 185.3043685287738]",,,,,,,,,0,nominal,45722.25898298096,,point_mass_3dof,,,,,,,,,,,,,,,,,,10964.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[940.4253729323516, 0.0, 1398.9756883175228]",26.612075808,,,,,,,,,query-000000,,,,,,41276.78348752442,234.76591981667778,,,,,,,,,,,7.0,,,,,,,,,,,,,,,"[144.1434289571438, 0.0, 185.3043685287738]","[0.0, 0.0, 0.0]",
,,,,,,,,,233.8327071688744,"[147.07604640607815, 0.0, 181.78660983549287]",,,,,,,,,0,nominal,44390.59602570835,,point_mass_3dof,,,,,,,,,,,,,,,,,,10864.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1086.0317085320305, 0.0, 1582.5043174337206]",26.612075808,,,,,,,,,query-000000,,,,,,42857.93343552368,233.8327071688744,,,,,,,,,,,8.0,,,,,,,,,,,,,,,"[147.07604640607815, 0.0, 181.78660983549287]","[0.0, 0.0, 0.0]",
,,,,,,,,,233.1622125048847,"[150.04801488337745, 0.0, 178.46627291936917]",,,,,,,,,0,nominal,43211.00154385389,,point_mass_3dof,,,,,,,,,,,,,,,,,,10764.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1234.5905768835355, 0.0, 1762.6146949927543]",26.612075808,,,,,,,,,query-000000,,,,,,44467.6540687372,233.1622125048847,,,,,,,,,,,9.0,,,,,,,,,,,,,,,"[150.04801488337745, 0.0, 178.46627291936917]","[0.0, 0.0, 0.0]",
,,,,,,,,,232.74116407312883,"[153.05655565161086, 0.0, 175.3343669283932]",,,,,,,,,0,nominal,42168.36235688262,,point_mass_3dof,,,,,,,,,,,,,,,,,,10664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1386.139923616251, 0.0, 1939.4996555354348]",26.612075808,,,,,,,,,query-000000,,,,,,46104.219024014106,232.74116407312883,,,,,,,,,,,10.0,,,,,,,,,,,,,,,"[153.05655565161086, 0.0, 175.3343669283932]","[0.0, 0.0, 0.0]",
,,,,,,,,,232.55708403656774,"[156.09907308301686, 0.0, 172.38293627332777]",,,,,,,,,0,nominal,41249.357546935644,,point_mass_3dof,,,,,,,,,,,,,,,,,,10564.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1540.7150086541055, 0.0, 2113.343571149292]",26.612075808,,,,,,,,,query-000000,,,,,,47766.219399806825,232.55708403656774,,,,,,,,,,,11.0,,,,,,,,,,,,,,,"[156.09907308301686, 0.0, 172.38293627332777]","[0.0, 0.0, 0.0]",
,,,,,,,,,232.59820276189438,"[159.17313850659235, 0.0, 169.6049406887208]",,,,,,,,,0,nominal,40442.20283008043,,point_mass_3dof,,,,,,,,,,,,,,,,,,10464.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1698.348580997309, 0.0, 2284.3233252671175]",26.612075808,,,,,,,,,query-000000,,,,,,49452.52130176245,232.59820276189438,,,,,,,,,,,12.0,,,,,,,,,,,,,,,"[159.17313850659235, 0.0, 169.6049406887208]","[0.0, 0.0, 0.0]",
,,,,,,,,,232.85339086102474,"[162.27647679765235, 0.0, 166.99415173477828]",,,,,,,,,0,nominal,39736.43662243424,,point_mass_3dof,,,,,,,,,,,,,,,,,,10364.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[1859.0710387663921, 0.0, 2452.609174986965]",26.612075808,,,,,,,,,query-000000,,,,,,51162.2305836245,232.85339086102474,,,,,,,,,,,13.0,,,,,,,,,,,,,,,"[162.27647679765235, 0.0, 166.99415173477828]","[0.0, 0.0, 0.0]",
,,,,,,,,,233.3121056475749,"[165.40695523217113, 0.0, 164.54506313629616]",,,,,,,,,0,nominal,39122.7402142554,,point_mass_3dof,,,,,,,,,,,,,,,,,,10264.1,generic_slender_body_v1,0.0,none,unprofiled,,,,boost,,"[2022.9105770041922, 0.0, 2618.3655170084035]",26.612075808,,,,,,,,,query-000000,,,,,,52894.66351822303,233.3121056475749,,,,,,,,,,,14.0,,,,,,,,,,,,,,,"[165.40695523217113, 0.0, 164.54506313629616]","[0.0, 0.0, 0.0]",
,,,,,,,,,232.0784626657187,"[166.17436786914155, 0.0, 162.0076920907603]",,,,,,,,,0,nominal,37973.133590492274,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2189.8933252983843, 0.0, 2781.751569921932]",26.612075808,,,,,,,,,query-000000,,,,,,54209.870449816604,232.0784626657187,,,,,,,,,,,15.0,,,,,,,,,,,,,,,"[166.17436786914155, 0.0, 162.0076920907603]","[0.0, 0.0, 0.0]",
,,,,,,,,,221.62669815721793,"[155.68752239858077, 0.0, 157.73328344221454]",,,,,,,,,0,nominal,33984.360506426885,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2350.7362273098834, 0.0, 2941.6900117611744]",26.612075808,,,,,,,,,query-000000,,,,,,53407.32102187301,221.62669815721793,,,,,,,,,,,16.0,,,,,,,,,,,,,,,"[155.68752239858077, 0.0, 157.73328344221454]","[0.0, 0.0, 0.0]",
,,,,,,,,,211.43015063957577,"[146.22514313535376, 0.0, 152.71187286690912]",,,,,,,,,0,nominal,30369.31704545029,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2501.609991353722, 0.0, 3096.969398836094]",26.612075808,,,,,,,,,query-000000,,,,,,52722.24925483283,211.43015063957577,,,,,,,,,,,17.0,,,,,,,,,,,,,,,"[146.22514313535376, 0.0, 152.71187286690912]","[0.0, 0.0, 0.0]",
,,,,,,,,,201.48295104867688,"[137.72008485854667, 0.0, 147.0665080493796]",,,,,,,,,0,nominal,27096.73799397517,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2643.5057030428416, 0.0, 3246.906007415126]",26.612075808,,,,,,,,,query-000000,,,,,,52138.96057925931,201.48295104867688,,,,,,,,,,,18.0,,,,,,,,,,,,,,,"[137.72008485854667, 0.0, 147.0665080493796]","[0.0, 0.0, 0.0]",
,,,,,,,,,191.78123862528764,"[130.10403370262188, 0.0, 140.90061711346956]",,,,,,,,,0,nominal,24137.59544619023,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2777.3465422720333, 0.0, 3390.929112376126]",26.612075808,,,,,,,,,query-000000,,,,,,51643.67672420809,191.78123862528764,,,,,,,,,,,19.0,,,,,,,,,,,,,,,"[130.10403370262188, 0.0, 140.90061711346956]","[0.0, 0.0, 0.0]",
,,,,,,,,,182.32353739482903,"[123.30928099391183, 0.0, 134.30075766326902]",,,,,,,,,0,nominal,21465.206047750904,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[2903.9875553332167, 0.0, 3528.562764165101]",26.612075808,,,,,,,,,query-000000,,,,,,51224.31617528149,182.32353739482903,,,,,,,,,,,20.0,,,,,,,,,,,,,,,"[123.30928099391183, 0.0, 134.30075766326902]","[0.0, 0.0, 0.0]",
,,,,,,,,,173.11117911197132,"[117.26993185265115, 0.0, 127.33908833037705]",,,,,,,,,0,nominal,19055.237489341078,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[3024.216905275577, 0.0, 3659.410177588541]",26.612075808,,,,,,,,,query-000000,,,,,,50870.29498481717,173.11117911197132,,,,,,,,,,,21.0,,,,,,,,,,,,,,,"[117.26993185265115, 0.0, 127.33908833037705]","[0.0, 0.0, 0.0]",
,,,,,,,,,164.14879739847115,"[111.92268843806012, 0.0, 120.07555746346235]",,,,,,,,,0,nominal,16885.648272294507,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[3138.758107802134, 0.0, 3783.1404503150097]",26.612075808,,,,,,,,,query-000000,,,,,,50572.34814076385,164.14879739847115,,,,,,,,,,,22.0,,,,,,,,,,,,,,,"[111.92268843806012, 0.0, 120.07555746346235]","[0.0, 0.0, 0.0]",
,,,,,,,,,155.44491864403395,"[107.2073189440196, 0.0, 112.55982185969195]",,,,,,,,,0,nominal,14936.585631020105,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[3248.272885089702, 0.0, 3899.477333513817]",26.612075808,,,,,,,,,query-000000,,,,,,50322.370758828445,155.44491864403395,,,,,,,,,,,23.0,,,,,,,,,,,,,,,"[107.2073189440196, 0.0, 112.55982185969195]","[0.0, 0.0, 0.0]",
,,,,,,,,,147.01267525557228,"[103.06689959497109, 0.0, 104.83291894095338]",,,,,,,,,0,nominal,13190.259441746475,,point_mass_3dof,,,,,,,,,,,,,,,,,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,,,,coast,,"[3353.364368689917, 0.0, 4008.1897957360616]",26.612075808,,,,,,,,,query-000000,,,,,,50113.27780325522,147.01267525557228,,,,,,,,,,,24.0,,,,,,,,,,,,,,,"[103.06689959497109, 0.0, 104.83291894095338]","[0.0, 0.0, 0.0]",
,,,,,,,,,138.87066417186614,"[99.44789782155023, 0.0, 96.92872116359388]",,,,,,,,,0,nominal,11630.804591620787,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3454.580460000464, 0.0, 4109.084147580231]",26.612075808,,,,,,,,,query-000000,,,,,,49938.88073963528,138.87066417186614,,,,,,,,,,,25.0,,,,,,,,,,,,,,,"[99.44789782155023, 0.0, 96.92872116359388]","[0.0, 0.0, 0.0]",
,,,,,,,,,130.84371259449952,"[95.7560407887316, 0.0, 89.16758255094035]",,,,,,,,,0,nominal,10212.675268076562,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3552.1385641896054, 0.0, 4202.147471278934]",26.612075808,,,,,,,,,query-000000,,,,,,49769.02806197355,130.84371259449952,,,,,,,,,,,26.0,,,,,,,,,,,,,,,"[95.7560407887316, 0.0, 89.16758255094035]","[0.0, 0.0, 0.0]",
,,,,,,,,,123.15827725268264,"[92.56397866228839, 0.0, 81.23959077971813]",,,,,,,,,0,nominal,8957.916722309046,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3646.2591096401043, 0.0, 4287.363765221585]",26.612075808,,,,,,,,,query-000000,,,,,,49628.65649613457,123.15827725268264,,,,,,,,,,,27.0,,,,,,,,,,,,,,,"[92.56397866228839, 0.0, 81.23959077971813]","[0.0, 0.0, 0.0]",
,,,,,,,,,115.85265595544027,"[89.82058440857143, 0.0, 73.17171932128083]",,,,,,,,,0,nominal,7855.006518663689,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3737.416044886684, 0.0, 4364.580080626321]",26.612075808,,,,,,,,,query-000000,,,,,,49512.82819363892,115.85265595544027,,,,,,,,,,,28.0,,,,,,,,,,,,,,,"[89.82058440857143, 0.0, 73.17171932128083]","[0.0, 0.0, 0.0]",
,,,,,,,,,108.97552621793513,"[87.47810380119367, 0.0, 64.98651144524878]",,,,,,,,,0,nominal,6893.86162816231,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3826.0338819086774, 0.0, 4433.668131538201]",26.612075808,,,,,,,,,query-000000,,,,,,49417.26423938703,108.97552621793513,,,,,,,,,,,29.0,,,,,,,,,,,,,,,"[87.47810380119367, 0.0, 64.98651144524878]","[0.0, 0.0, 0.0]",
,,,,,,,,,102.58728670209761,"[85.49211250940391, 0.0, 56.70317532182653]",,,,,,,,,0,nominal,6065.722597243976,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3912.491045790612, 0.0, 4494.520420468391]",26.612075808,,,,,,,,,query-000000,,,,,,49338.264377835534,102.58728670209761,,,,,,,,,,,30.0,,,,,,,,,,,,,,,"[85.49211250940391, 0.0, 56.70317532182653]","[0.0, 0.0, 0.0]",
,,,,,,,,,96.76086818209109,"[83.8215140106353, 0.0, 48.33859121154524]",,,,,,,,,0,nominal,5363.041832422666,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[3997.1231985139116, 0.0, 4547.047413367155]",26.612075808,,,,,,,,,query-000000,,,,,,49272.63532197301,96.76086818209109,,,,,,,,,,,31.0,,,,,,,,,,,,,,,"[83.8215140106353, 0.0, 48.33859121154524]","[0.0, 0.0, 0.0]",
,,,,,,,,,91.58135808851522,"[82.42861753269844, 0.0, 39.90824677914292]",,,,,,,,,0,nominal,4779.3756251599425,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4080.2265975411333, 0.0, 4591.175685075654]",26.612075808,,,,,,,,,query-000000,,,,,,49217.625606715585,91.58135808851522,,,,,,,,,,,32.0,,,,,,,,,,,,,,,"[82.42861753269844, 0.0, 39.90824677914292]","[0.0, 0.0, 0.0]",
,,,,,,,,,87.1435151134635,"[81.27933038284874, 0.0, 31.427101025168753]",,,,,,,,,0,nominal,4309.278713528482,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4162.061587052466, 0.0, 4626.846965183803]",26.612075808,,,,,,,,,query-000000,,,,,,49170.864904284965,87.1435151134635,,,,,,,,,,,33.0,,,,,,,,,,,,,,,"[81.27933038284874, 0.0, 31.427101025168753]","[0.0, 0.0, 0.0]",
,,,,,,,,,83.54615592229239,"[80.34348614542459, 0.0, 22.910355811116474]",,,,,,,,,0,nominal,3948.199758300484,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4242.856348550892, 0.0, 4654.018004382817]",26.612075808,,,,,,,,,query-000000,,,,,,49130.30574737675,83.54615592229239,,,,,,,,,,,34.0,,,,,,,,,,,,,,,"[80.34348614542459, 0.0, 22.910355811116474]","[0.0, 0.0, 0.0]",
,,,,,,,,,80.88279625709255,"[79.59530305355386, 0.0, 14.374089960037931]",,,,,,,,,0,nominal,3692.3762142097826,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4322.811046848059, 0.0, 4672.661148270433]",26.612075808,,,,,,,,,query-000000,,,,,,49094.16581486941,80.88279625709255,,,,,,,,,,,35.0,,,,,,,,,,,,,,,"[79.59530305355386, 0.0, 14.374089960037931]","[0.0, 0.0, 0.0]",
,,,,,,,,,79.22913161281618,"[79.01392261153488, 0.0, 5.83569444533598]",,,,,,,,,0,nominal,3538.727803097078,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4402.102480915193, 0.0, 4682.765451081422]",26.612075808,,,,,,,,,query-000000,,,,,,49060.86945890809,79.22913161281618,,,,,,,,,,,36.0,,,,,,,,,,,,,,,"[79.01392261153488, 0.0, 5.83569444533598]","[0.0, 0.0, 0.0]",
,,,,,,,,,78.6298141589528,"[78.58392562593582, 0.0, -2.6859463674543633]",,,,,,,,,0,nominal,3484.7490852114083,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4480.889272624585, 0.0, 4684.338101016932]",26.612075808,,,,,,,,,query-000000,,,,,,49028.98807567342,78.6298141589528,,,,,,,,,,,37.0,,,,,,,,,,,,,,,"[78.58392562593582, 0.0, -2.6859463674543633]","[0.0, 0.0, 0.0]",
,,,,,,,,,79.08852856081565,"[78.29568533635828, 0.0, -11.170541957529355]",,,,,,,,,0,nominal,3528.403109452679,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4559.317502217771, 0.0, 4677.405891216083]",26.612075808,,,,,,,,,query-000000,,,,,,48997.18015805167,79.08852856081565,,,,,,,,,,,38.0,,,,,,,,,,,,,,,"[78.29568533635828, 0.0, -11.170541957529355]","[0.0, 0.0, 0.0]",
,,,,,,,,,80.56511768104825,"[78.14542562354485, 0.0, -19.596699749605094]",,,,,,,,,0,nominal,3668.019151666732,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4637.526558438681, 0.0, 4662.016487905521]",26.612075808,,,,,,,,,query-000000,,,,,,48964.133084599256,80.56511768104825,,,,,,,,,,,39.0,,,,,,,,,,,,,,,"[78.14542562354485, 0.0, -19.596699749605094]","[0.0, 0.0, 0.0]",
,,,,,,,,,82.98095796011735,"[78.13491731796366, 0.0, -27.942334900536615]",,,,,,,,,0,nominal,3902.197521230558,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4715.65486762898, 0.0, 4638.239330866645]",26.612075808,,,,,,,,,query-000000,,,,,,48928.50942603276,82.98095796011735,,,,,,,,,,,40.0,,,,,,,,,,,,,,,"[78.13491731796366, 0.0, -27.942334900536615]","[0.0, 0.0, 0.0]",
,,,,,,,,,86.2304057201471,"[78.27084084798571, 0.0, -36.18505691042189]",,,,,,,,,0,nominal,4229.723232112572,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4793.845146176654, 0.0, 4606.166125730232]",26.612075808,,,,,,,,,query-000000,,,,,,48888.90047222297,86.2304057201471,,,,,,,,,,,41.0,,,,,,,,,,,,,,,"[78.27084084798571, 0.0, -36.18505691042189]","[0.0, 0.0, 0.0]",
,,,,,,,,,90.1942097095065,"[78.56392024137695, 0.0, -44.30243674369388]",,,,,,,,,0,nominal,4649.488529873344,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4872.248890688104, 0.0, 4565.911003708253]",26.612075808,,,,,,,,,query-000000,,,,,,48843.78887707675,90.1942097095065,,,,,,,,,,,42.0,,,,,,,,,,,,,,,"[78.56392024137695, 0.0, -44.30243674369388]","[0.0, 0.0, 0.0]",
,,,,,,,,,94.75121388867794,"[79.02795925603616, 0.0, -52.272116746926216]",,,,,,,,,0,nominal,5160.422632409877,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[4951.029942735833, 0.0, 4517.61049209782]",26.612075808,,,,,,,,,query-000000,,,,,,48791.52119902008,94.75121388867794,,,,,,,,,,,43.0,,,,,,,,,,,,,,,"[79.02795925603616, 0.0, -52.272116746926216]","[0.0, 0.0, 0.0]",
,,,,,,,,,99.78649073956937,"[79.67888854521237, 0.0, -60.07177751921269]",,,,,,,,,0,nominal,5761.426111736924,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[5030.367087896829, 0.0, 4461.423449091365]",26.612075808,,,,,,,,,query-000000,,,,,,48730.290134090916,99.78649073956937,,,,,,,,,,,44.0,,,,,,,,,,,,,,,"[79.67888854521237, 0.0, -60.07177751921269]","[0.0, 0.0, 0.0]",
,,,,,,,,,105.19579284949303,"[80.53388907336124, 0.0, -67.6790037157241]",,,,,,,,,0,nominal,6451.307187413835,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[5110.455736515767, 0.0, 4397.531086216922]",26.612075808,,,,,,,,,query-000000,,,,,,48658.1256432659,105.19579284949303,,,,,,,,,,,45.0,,,,,,,,,,,,,,,"[80.53388907336124, 0.0, -67.6790037157241]","[0.0, 0.0, 0.0]",
,,,,,,,,,110.88715917817916,"[81.61061575123233, 0.0, -75.0710960843889]",,,,,,,,,0,nominal,7228.717585028859,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[5191.5087773574905, 0.0, 4326.13715559908]",26.612075808,,,,,,,,,query-000000,,,,,,48572.89397225913,110.88715917817916,,,,,,,,,,,46.0,,,,,,,,,,,,,,,"[81.61061575123233, 0.0, -75.0710960843889]","[0.0, 0.0, 0.0]",
,,,,,,,,,116.78071998651762,"[82.92651769783642, 0.0, -82.22486985748205]",,,,,,,,,0,nominal,8092.086246427176,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[5273.756704239327, 0.0, 4247.468334907168]",26.612075808,,,,,,,,,query-000000,,,,,,48472.303626802095,116.78071998651762,,,,,,,,,,,47.0,,,,,,,,,,,,,,,"[82.92651769783642, 0.0, -82.22486985748205]","[0.0, 0.0, 0.0]",
,,,,,,,,,122.80756196080152,"[84.49823804330839, 0.0, -89.11646897365546]",,,,,,,,,0,nominal,9039.549862238882,booster-release,point_mass_3dof,,,,,,,,,,,,,,,,,,8664.1,generic_slender_body_v1,0.0,none,unprofiled,,,,glide,,"[5357.447104372453, 0.0, 4161.774808029959]",26.612075808,,,,,,,,,query-000000,,,,,,48353.91755854505,122.80756196080152,,,,,,,,,,,48.0,,,,,,,,,,,,,,,"[84.49823804330839, 0.0, -89.11646897365546]","[0.0, 0.0, 0.0]",
