time_s,north_m,east_m,altitude_m,speed_m_s,mach,mass_kg,phase_index,route_leg_index,phase,route_north_command_m,route_east_command_m,route_altitude_command_m,route_speed_command_m_s,route_heading_command_deg,route_flight_path_command_deg,route_bank_command_deg,route_bank_achieved_deg,route_pitch_achieved_deg,route_heading_achieved_deg,heading_rad,flight_path_angle_rad,p_rad_s,q_rad_s,r_rad_s,dynamic_pressure_pa,lift_n,drag_n,thrust_n,required_thrust_n,fuel_flow_kg_s,thrust_margin_n,side_force_n,roll_moment_nm,pitch_moment_nm,yaw_moment_nm,control_path,response_profile_id,allocation_status,allocation_residual_norm,saturation_count,throttle_ratio,flight_path_angle_command_rad,aileron_rad,elevator_rad,rudder_rad,control_effectivity_source
0.0,0.0,0.0,10500.0,231.85534691678674,0.78,60000.0,0,1,outbound-climb,0.0,0.0,10500.0,230.1542,90.0,0.9956804921916612,0.0,0.0,0.14323944878289852,90.0,1.5707963267948966,-8.944433654468968e-27,0.0,0.0,0.0,10499.33163232439,588399.0,33989.52706617285,31791.936886281106,33989.52706617285,0.6719213328494877,12131.057185444799,0.0,7.044387791998132e-33,6.704088288553989e-10,2.773684364792389e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6672473169433143,-8.944433654468968e-27,3.1822885915518115e-28,0.019999999999990952,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
0.2,2.839408012821696e-15,46.371051878771944,10500.040291591955,231.84618034818973,0.7799696232901997,59999.86561573343,0,1,outbound-climb,0.0,46.030840000000005,10500.8,230.1542,90.0,0.9956804921916612,0.0,0.0,0.1570462182746229,90.0,1.5707963267948966,0.000868895144331109,0.0,0.0012048679334724713,0.0,10498.486212259273,588397.6821405322,33988.62524189203,31805.62090248051,33988.62524189203,0.6721939106201569,12136.232057619221,0.0,7.04382056857912e-33,-12128.595172671998,2.7734610240600055e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6674985568395614,0.000868895144331109,3.1822885915518115e-28,0.021390232230920726,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
0.4,5.678700763865887e-15,92.74022138986717,10500.118857062294,231.83530403561755,0.7799339327146833,59999.73118790691,0,1,outbound-climb,0.0,92.06168000000001,10501.6,230.1542,90.0,0.9956804921916612,0.0,0.0,0.18303239936064705,90.0,1.5707963267948966,0.0016943455314456625,0.0,0.002267722099852987,0.0,10497.43899871868,588396.3638538873,33987.49948417766,31818.19789029877,33987.49948417766,0.6724444370190791,12141.355516106341,0.0,7.043117954494786e-33,-12112.53888974911,2.773184374085906e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6677283630097048,0.0016943455314456625,3.1822885915518115e-28,0.02132275962664627,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
0.6000000000000001,8.517855673433917e-15,139.10713977882244,10500.233778789794,231.82280298013782,0.779893192207798,59999.59672038615,0,1,outbound-climb,0.0,138.09252000000004,10502.4,230.1542,90.0,0.9956804921916612,0.0,0.0,0.21957099152410428,90.0,1.5707963267948966,0.0024785233992044883,0.0,0.0031885936864786343,0.0,10496.200065724413,588395.0451779749,33986.161026466725,31832.684321988014,33986.161026466725,0.6727329984470445,12146.42921489301,0.0,7.04228670877691e-33,-11929.929811701586,2.772857076197282e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6680065751441094,0.0024785233992044883,3.1822885915518115e-28,0.0212439619063934,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
0.8,1.1356851459894956e-14,185.47145949023079,10500.38323433845,231.8087678083063,0.7798476857079656,59999.46220504657,0,1,outbound-climb,0.0,184.12336000000002,10503.2,230.1542,90.0,0.9956804921916612,0.0,0.0,0.26505787553494164,90.0,1.5707963267948966,0.003223492373575373,0.0,0.003969479462309378,0.0,10494.77983684088,588393.72603312,33984.62138608311,31848.973939224492,33984.62138608311,0.6730574782990606,12151.453679808175,0.0,7.041333824978269e-33,-11600.661614601977,2.7724818840625224e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6683305301767799,0.003223492373575373,3.1822885915518115e-28,0.02115610954394472,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.0,1.4195668178707015e-14,231.83285480500325,10500.565491792633,231.7932845809355,0.7797976828216922,59999.32763421251,0,1,outbound-climb,0.0,230.1542,10504.0,230.1542,90.0,0.9956804921916612,0.0,0.0,0.3179316775827479,90.0,1.5707963267948966,0.003931212899227713,0.0,0.0046141096689097,0.0,10493.18821557532,588392.4063440501,33982.891514245945,31866.965767426555,33982.891514245945,0.6734158652192537,12156.429492212563,0.0,7.040265947726153e-33,-11144.599904357232,2.772061413962753e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6686976978273659,0.003931212899227713,3.1822885915518115e-28,0.021061362441514537,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.2,1.70342871397732e-14,278.1910204906939,10500.77890531328,231.77643502057987,0.779743439540081,59999.193000634936,0,1,outbound-climb,0.0,276.18504,10504.8,230.1542,90.0,0.9956804921916612,0.0,0.0,0.3766909748032821,90.0,1.5707963267948966,0.004603547398597437,0.0,0.005127716013281374,0.0,10491.434610757315,588391.0860396766,33980.981822592235,31886.56385986696,33980.981822592235,0.6738062480037319,12161.357278475021,0.0,7.039089389750412e-33,-10581.307063023254,2.771598151496526e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6691056741169031,0.004603547398597437,3.1822885915518115e-28,0.020961751478547966,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.4,1.9872690830409663e-14,324.54567054347103,10501.021910906902,231.75829672776922,0.7796851989196412,59999.05829747019,0,1,outbound-climb,0.0,322.21587999999997,10505.6,230.1542,90.0,0.9956804921916612,0.0,0.0,0.4399088801104558,90.0,1.5707963267948966,0.005242265172998674,0.0,0.005516802969120893,0.0,10489.527960720865,588389.765052886,33978.90220857147,31907.677053733812,33978.90220857147,0.6742268107414593,12166.237700739584,0.0,7.037810148108115e-33,-9929.80020502794,2.7710944579681734e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6695521751910549,0.005242265172998674,3.1822885915518115e-28,0.020859163768560597,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.5999999999999999,2.2710862843502484e-14,370.8965370148302,10501.293022397807,231.73894338653747,0.7796231917291583,59998.92351825976,0,1,outbound-climb,0.0,368.24672,10506.4,230.1542,90.0,0.9956804921916612,0.0,0.0,0.506245076642999,90.0,1.5707963267948966,0.005849047058679849,0.0,0.005788925213714625,0.0,10487.476756341392,588388.4433203421,33976.66207974819,31930.21873762212,33976.66207974819,0.67467582818282,12171.071448843824,0.0,7.036433919639897e-33,-9208.342166408514,2.7705525764736576e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6700350314372407,0.005849047058679849,3.1822885915518115e-28,0.020755331442821084,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.7999999999999998,2.55487878104655e-14,417.24336891671226,10501.590827594273,231.71844495976967,0.7795576370643058,59998.78865691109,0,1,outbound-climb,0.0,414.27755999999994,10507.2,230.1542,90.0,0.9956804921916612,0.0,0.0,0.574455400188222,90.0,1.5707963267948966,0.006425489850076965,0.0,0.0059524736485737665,0.0,10485.28906297796,588387.1207822971,33974.27037704832,31954.106629954596,33974.27037704832,0.6751516613258888,12175.859233264346,0.0,7.03496611569183e-33,-8434.264991371032,2.76997463769721e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6705521818824679,0.006425489850076965,3.1822885915518115e-28,0.0206518237496179,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
1.9999999999999998,2.838645133864269e-14,463.5859311992068,10501.913984639785,231.69686787486438,0.7794887429315974,59998.65370767926,0,1,outbound-climb,0.0,460.30839999999995,10508.0,230.1542,90.0,0.9956804921916612,0.0,0.0,0.6433990917169792,90.0,1.5707963267948966,0.006973110501904226,0.0,0.006016472078280668,0.0,10482.972541369485,588385.7973824128,33971.73559698582,31979.262567851914,33971.73559698582,0.6756527532108454,12180.60177897678,0.0,7.033411876135436e-33,-7623.824978288974,2.769362665431627e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6711016688592472,0.006973110501904226,3.1822885915518115e-28,0.020550042233846353,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
2.1999999999999997,3.122383995282779e-14,509.924003795495,10502.261218540807,231.67427520018518,0.7794167068031991,59998.51866514958,0,1,outbound-climb,0.0,506.33923999999996,10508.8,230.1542,90.0,0.9956804921916612,0.0,0.0,0.712043861769784,90.0,1.5707963267948966,0.007493350121140123,0.0,0.005990386258479225,0.0,10480.534467531637,588384.4730675891,33969.06581290514,32005.61230598973,33969.06581290514,0.6761776249133232,12185.299820130196,0.0,7.03177608271727e-33,-6792.088001270468,2.768718581834589e-19,pseudo_6dof_kinematic_bridge,a320.attitude_response_p6dof.v1,surrogate_policy_overlay,0.0,0,0.6716816329274373,0.007493350121140123,3.1822885915518115e-28,0.020451218743405587,-1.272915436617492e-26,jsbsim-1.3.1-a320-coefficient-surrogate
