query_id,air_relative_speed_m_s,air_relative_velocity_m_s,configuration_variant_id,drag_force_n,event_id,mass_kg,mass_property_profile_id,mission_bank_command_deg,mission_profile_id,mission_segment,position_m,projected_area_m2,pseudo6dof_profile_id,query_id,specific_energy_j_per_kg,termination,time_s,velocity_m_s,wind_velocity_m_s
query-000002,142.8497233271296,"[18.56286085705493, 0.0, 141.6384963611203]",nominal,11950.120974710288,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,"[975.409829546548, 0.0, 4359.120791808939]",26.612075808,,query-000002,52951.39364031187,,21.0,"[18.56286085705493, 0.0, 141.6384963611203]","[0.0, 0.0, 0.0]"
query-000002,132.03581988320894,"[15.000496389694995, 0.0, 131.1809545638922]",nominal,10046.796657146784,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,"[992.1391569005474, 0.0, 4495.526003251638]",26.612075808,,query-000002,52802.77894590327,,22.0,"[15.000496389694995, 0.0, 131.1809545638922]","[0.0, 0.0, 0.0]"
query-000002,121.38067963269384,"[12.027819298054975, 0.0, 120.78328092508497]",nominal,8365.783498302384,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,"[1005.6072812708762, 0.0, 4621.502729727816]",26.612075808,,query-000002,52688.094438532615,,23.0,"[12.027819298054975, 0.0, 120.78328092508497]","[0.0, 0.0, 0.0]"
query-000002,110.86753573108228,"[9.572958848607707, 0.0, 110.45346956056054]",nominal,6885.083889104517,,10164.1,generic_slender_body_v1,0.0,none,unprofiled,"[1016.3673095916341, 0.0, 4737.1152421314055]",26.612075808,,query-000002,52601.036428789346,,24.0,"[9.572958848607707, 0.0, 110.45346956056054]","[0.0, 0.0, 0.0]"
query-000002,100.48086242639421,"[7.571283017761733, 0.0, 100.19520640937326]",nominal,5585.808940337347,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1024.9041803718694, 0.0, 4842.43356162526]",26.612075808,,query-000002,52536.25294408834,,25.0,"[7.571283017761733, 0.0, 100.19520640937326]","[0.0, 0.0, 0.0]"
query-000002,90.12048636079626,"[5.688629142521127, 0.0, 89.94076695462033]",nominal,4443.338571503007,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1031.497842182147, 0.0, 4937.49494750765]",26.612075808,,query-000002,52481.135857929126,,26.0,"[5.688629142521127, 0.0, 89.94076695462033]","[0.0, 0.0, 0.0]"
query-000002,79.87582411389339,"[4.210548534445541, 0.0, 79.7647701614736]",nominal,3455.874506154186,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1036.4162207194133, 0.0, 5022.34128155245]",26.612075808,,query-000002,52442.416767673145,,27.0,"[4.210548534445541, 0.0, 79.7647701614736]","[0.0, 0.0, 0.0]"
query-000002,69.73184990936103,"[3.0788326327036435, 0.0, 69.66384773612101]",nominal,2610.79353601884,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1040.0343294468123, 0.0, 5097.049541781506]",26.612075808,,query-000002,52416.24633480243,,28.0,"[3.0788326327036435, 0.0, 69.66384773612101]","[0.0, 0.0, 0.0]"
query-000002,59.674385593079016,"[2.240310551629624, 0.0, 59.63231761841672]",nominal,1897.506419022151,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1042.671562666176, 0.0, 5161.692129756382]",26.612075808,,query-000002,52399.42427223116,,29.0,"[2.240310551629624, 0.0, 59.63231761841672]","[0.0, 0.0, 0.0]"
query-000002,49.690000935084434,"[1.646041708172847, 0.0, 49.66272988493129]",nominal,1307.2343929937094,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1044.5963230126738, 0.0, 5216.334840876787]",26.612075808,,query-000002,52389.318163748685,,30.0,"[1.646041708172847, 0.0, 49.66272988493129]","[0.0, 0.0, 0.0]"
query-000002,39.76596441828336,"[1.2505811824265207, 0.0, 39.746295082967656]",nominal,832.8266086598296,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1046.0298788368623, 0.0, 5261.035319259426]",26.612075808,,query-000002,52383.79797667354,,31.0,"[1.2505811824265207, 0.0, 39.746295082967656]","[0.0, 0.0, 0.0]"
query-000002,29.890335403704043,"[1.0113069059861106, 0.0, 29.873222271590123]",nominal,468.6134411980462,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1047.1495187731466, 0.0, 5295.841893775051]",26.612075808,,query-000002,52381.183982862065,,32.0,"[1.0113069059861106, 0.0, 29.873222271590123]","[0.0, 0.0, 0.0]"
query-000002,20.052651241132345,"[0.8877977430080979, 0.0, 20.032988717762418]",nominal,210.2916078888862,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1048.0910598465118, 0.0, 5320.792716306306]",26.612075808,,query-000002,52380.20630226447,,33.0,"[0.8877977430080979, 0.0, 20.032988717762418]","[0.0, 0.0, 0.0]"
query-000002,10.249142803652594,"[0.8412516798203171, 0.0, 10.214559404147751]",nominal,54.83789452003149,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1048.9507546089803, 0.0, 5335.915143194868]",26.612075808,,query-000002,52379.97470311678,,34.0,"[0.8412516798203171, 0.0, 10.214559404147751]","[0.0, 0.0, 0.0]"
query-000002,0.9277706448868012,"[0.8339337981920228, 0.0, 0.40658675549837753]",nominal,0.449071632837888,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1049.7866319017198, 0.0, 5341.225318577604]",26.612075808,,query-000002,52379.95764961382,,35.0,"[0.8339337981920228, 0.0, 0.40658675549837753]","[0.0, 0.0, 0.0]"
query-000002,9.434975034753052,"[0.8391722209814564, 0.0, -9.397581810761022]",nominal,46.46710308419731,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1050.6217900080694, 0.0, 5336.729259398425]",26.612075808,,query-000002,52379.94536863276,,36.0,"[0.8391722209814564, 0.0, -9.397581810761022]","[0.0, 0.0, 0.0]"
query-000002,19.209180480116686,"[0.8794770623649004, 0.0, -19.189036839155577]",nominal,192.93549574543363,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1051.4766519415714, 0.0, 5322.434397196405]",26.612075808,,query-000002,52379.747588624974,,37.0,"[0.8794770623649004, 0.0, -19.189036839155577]","[0.0, 0.0, 0.0]"
query-000002,28.97278888761606,"[0.9918421323866311, 0.0, -28.955806759798477]",nominal,440.1544935273658,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1052.4047635828183, 0.0, 5298.359406828377]",26.612075808,,query-000002,52378.867524936686,,38.0,"[0.9918421323866311, 0.0, -28.955806759798477]","[0.0, 0.0, 0.0]"
query-000002,38.70437260032104,"[1.2132678141347029, 0.0, -38.68535174449971]",nominal,788.6290976165059,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1053.4966890595783, 0.0, 5264.535180831683]",26.612075808,,query-000002,52376.468160295255,,39.0,"[1.2132678141347029, 0.0, -38.68535174449971]","[0.0, 0.0, 0.0]"
query-000002,48.39005007778449,"[1.5806937114238409, 0.0, -48.36422597252183]",nominal,1239.0503496584715,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1054.8799654793572, 0.0, 5221.005578571396]",26.612075808,,query-000002,52371.37283036242,,40.0,"[1.5806937114238409, 0.0, -48.36422597252183]","[0.0, 0.0, 0.0]"
query-000002,58.01691257846404,"[2.1309523234915875, 0.0, -57.97776459412819]",nominal,1792.2683719433983,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1056.719020848888, 0.0, 5167.828488554978]",26.612075808,,query-000002,52362.06631985624,,41.0,"[2.1309523234915875, 0.0, -57.97776459412819]","[0.0, 0.0, 0.0]"
query-000002,67.57205618279308,"[2.900696592316505, 0.0, -67.50976770845732]",nominal,2449.2564653647673,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1059.2150332302742, 0.0, 5105.077205211027]",26.612075808,,query-000002,52346.696762867985,,42.0,"[2.900696592316505, 0.0, -67.50976770845732]","[0.0, 0.0, 0.0]"
query-000002,77.04229412724814,"[3.926293814445811, 0.0, -76.94218154739349]",nominal,3211.065378758361,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1062.6057012618555, 0.0, 5032.842123164118]",26.612075808,,query-000002,52323.0787493221,,43.0,"[3.926293814445811, 0.0, -76.94218154739349]","[0.0, 0.0, 0.0]"
query-000002,86.41402062085044,"[5.243678098377571, 0.0, -86.25477841755412]",nominal,4078.7667035808254,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1067.1648885314469, 0.0, 4951.2327511311505]",26.612075808,,query-000002,52288.69813881068,,44.0,"[5.243678098377571, 0.0, -86.25477841755412]","[0.0, 0.0, 0.0]"
query-000002,95.67312281046465,"[6.888153157816236, 0.0, -95.42483835134706]",nominal,5053.384224910869,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1073.2020962733607, 0.0, 4860.380045333387]",26.612075808,,query-000002,52240.719185721784,,45.0,"[6.888153157816236, 0.0, -95.42483835134706]","[0.0, 0.0, 0.0]"
query-000002,104.8049139176519,"[8.894136914264475, 0.0, -104.42683711497128]",nominal,6135.811988649505,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1081.061710482281, 0.0, 4760.439058546816]",26.612075808,,query-000002,52175.99468414135,,46.0,"[8.894136914264475, 0.0, -104.42683711497128]","[0.0, 0.0, 0.0]"
query-000002,113.79407967699542,"[11.29483923974132, 0.0, -113.23214727312549]",nominal,7326.717846531474,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1091.1219609200414, 0.0, 4651.591895270586]",26.612075808,,query-000002,52091.079944522484,,47.0,"[11.29483923974132, 0.0, -113.23214727312549]","[0.0, 0.0, 0.0]"
query-000002,122.62463625346847,"[14.121864320868696, 0.0, -121.80876144349563]",nominal,8626.431341819818,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1103.7935208672195, 0.0, 4534.050955609042]",26.612075808,,query-000002,51982.25151197113,,48.0,"[14.121864320868696, 0.0, -121.80876144349563]","[0.0, 0.0, 0.0]"
query-000002,131.27990017333428,"[17.404729715858803, 0.0, -130.12104969234807]",nominal,10034.815031900378,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1119.5176682042381, 0.0, 4408.062439952093]",26.612075808,,query-000002,51845.5316215165,,49.0,"[17.404729715858803, 0.0, -130.12104969234807]","[0.0, 0.0, 0.0]"
query-000002,139.7424719415361,"[21.170295382806778, 0.0, -138.12956619687083]",nominal,11551.118747498142,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1138.7639210220736, 0.0, 4273.910073027273]",26.612075808,,query-000002,51676.71944981841,,50.0,"[21.170295382806778, 0.0, -138.12956619687083]","[0.0, 0.0, 0.0]"
query-000002,147.9942356952541,"[25.4420979862279, 0.0, -145.79092375412677]",nominal,13173.816904175432,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1162.0270551776896, 0.0, 4131.918989062504]",26.612075808,,query-000002,51471.43025360101,,51.0,"[25.4420979862279, 0.0, -145.79092375412677]","[0.0, 0.0, 0.0]"
query-000002,156.01637770858252,"[30.239588865436275, 0.0, -153.05775830893535]",nominal,14900.429853895026,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1189.8234079575518, 0.0, 3982.459699425679]",26.612075808,,query-000002,51225.14346802638,,52.0,"[30.239588865436275, 0.0, -153.05775830893535]","[0.0, 0.0, 0.0]"
query-000002,163.7894268942834,"[35.57727840650714, 0.0, -159.8788091760246]",nominal,16727.331433335865,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1222.6863724591446, 0.0, 3825.9520401634663]",26.612075808,,query-000002,50933.26075584796,,53.0,"[35.57727840650714, 0.0, -159.8788091760246]","[0.0, 0.0, 0.0]"
query-000002,171.29332065367686,"[41.46379541486434, 0.0, -166.19914371126475]",nominal,18649.546361720197,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1261.16099283748, 0.0, 3662.8689695939447]",26.612075808,,query-000002,50591.17483095014,,54.0,"[41.46379541486434, 0.0, -166.19914371126475]","[0.0, 0.0, 0.0]"
query-000002,178.50749948097857,"[47.900877598692205, 0.0, -171.96055738519422]",nominal,20660.542974451215,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1305.7975827752134, 0.0, 3493.740056157432]",26.612075808,,query-000002,50194.34960719205,,55.0,"[47.900877598692205, 0.0, -171.96055738519422]","[0.0, 0.0, 0.0]"
query-000002,185.41103359218857,"[54.882318498476025, 0.0, -177.10218094070868]",nominal,22752.028927341013,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1357.1443101175173, 0.0, 3319.154465261727]",26.612075808,,query-000002,49738.41182562076,,56.0,"[54.882318498476025, 0.0, -177.10218094070868]","[0.0, 0.0, 0.0]"
query-000002,191.98278446954598,"[62.392907016607644, 0.0, -181.56132486489818]",nominal,24913.759899149307,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1415.7387212365152, 0.0, 3139.763222688019]",26.612075808,,query-000002,49219.25377411353,,57.0,"[62.392907016607644, 0.0, -181.56132486489818]","[0.0, 0.0, 0.0]"
query-000002,198.20160353580312,"[70.40740774558314, 0.0, -185.27458697487597]",nominal,27133.373823085116,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1482.098220788654, 0.0, 2956.280503826538]",26.612075808,,query-000002,48633.14602493236,,58.0,"[70.40740774558314, 0.0, -185.27458697487597]","[0.0, 0.0, 0.0]"
query-000002,204.0465691473582,"[78.8896428683068, 0.0, -188.17924069598817]",nominal,29396.265578122202,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1556.7095770104231, 0.0, 2769.483675974419]",26.612075808,,query-000002,47976.85828139835,,59.0,"[78.8896428683068, 0.0, -188.17924069598817]","[0.0, 0.0, 0.0]"
query-000002,209.49726168407017,"[87.79174841992446, 0.0, -190.2149088859663]",nominal,31685.51906917374,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1640.0175895836242, 0.0, 2580.2118093142003]",26.612075808,,query-000002,47247.78546637299,,60.0,"[87.79174841992446, 0.0, -190.2149088859663]","[0.0, 0.0, 0.0]"
query-000002,214.53407470324234,"[97.0536876435116, 0.0, -191.3255103836706]",nominal,33981.914838805424,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1732.4131351098777, 0.0, 2389.3623757568553]",26.612075808,,query-000002,46444.07514660414,,61.0,"[97.0536876435116, 0.0, -191.3255103836706]","[0.0, 0.0, 0.0]"
query-000002,219.13855793961977,"[106.60311013691525, 0.0, -191.4614438600963]",nominal,36264.03133761718,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1834.2208913682862, 0.0, 2197.8858785648586]",26.612075808,,query-000002,45564.75133895611,,62.0,"[106.60311013691525, 0.0, -191.4614438600963]","[0.0, 0.0, 0.0]"
query-000002,223.29378544535888,"[116.35564530732502, 0.0, -190.58194674111695]",nominal,38508.45627400403,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[1945.6871307415295, 0.0, 2006.7782042019844]",26.612075808,,query-000002,44609.82878549637,,63.0,"[116.35564530732502, 0.0, -190.58194674111695]","[0.0, 0.0, 0.0]"
query-000002,226.98473950579685,"[126.21571014062994, 0.0, -188.65753757062276]",nominal,40690.12065978142,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2066.9680582340916, 0.0, 1817.070564668166]",26.612075808,,query-000002,43580.4110372603,,64.0,"[126.21571014062994, 0.0, -188.65753757062276]","[0.0, 0.0, 0.0]"
query-000002,230.19869833332925,"[136.0778926296729, 0.0, -185.6724208164108]",nominal,42782.762010008184,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2198.1192410819986, 0.0, 1629.8170050339188]",26.612075808,,query-000002,42478.76528959544,,65.0,"[136.0778926296729, 0.0, -185.6724208164108]","[0.0, 0.0, 0.0]"
query-000002,232.92561318526623,"[145.82894239832922, 0.0, -181.62670738830522]",nominal,44759.514647254684,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2339.086724326742, 0.0, 1446.0795852284834]",26.612075808,,query-000002,41308.36700334704,,66.0,"[145.82894239832922, 0.0, -181.62670738830522]","[0.0, 0.0, 0.0]"
query-000002,235.15845876490002,"[155.3503594592027, 0.0, -176.5382863420275]",nominal,46593.614568267076,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2489.7004387972884, 0.0, 1266.9115016136213]",26.612075808,,query-000002,40073.90804164081,,67.0,"[155.3503594592027, 0.0, -176.5382863420275]","[0.0, 0.0, 0.0]"
query-000002,236.89353985045994,"[164.5215227772327, 0.0, -170.4441778587405]",nominal,48259.194646287535,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2649.6704748241673, 0.0, 1093.3385823007802]",26.612075808,,query-000002,38781.26341956067,,68.0,"[164.5215227772327, 0.0, -170.4441778587405]","[0.0, 0.0, 0.0]"
query-000002,238.13073732344068,"[173.2232464845814, 0.0, -163.40120848863836]",nominal,49732.13427741007,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2818.5867099213374, 0.0, 926.3397561079597]",26.612075808,,query-000002,37437.41379833888,,69.0,"[173.2232464845814, 0.0, -163.40120848863836]","[0.0, 0.0, 0.0]"
query-000002,238.87367832293208,"[181.34159912648684, 0.0, -155.48587917163468]",nominal,50990.917464721504,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[2995.922139883444, 0.0, 766.8272408845099]",26.612075808,,query-000002,36050.323459583895,,70.0,"[181.34159912648684, 0.0, -155.48587917163468]","[0.0, 0.0, 0.0]"
query-000002,239.12981819317983,"[188.7717773321667, 0.0, -146.7933446446334]",nominal,52017.44641174006,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[3181.040075118933, 0.0, 615.627303829204]",26.612075808,,query-000002,34628.77647364828,,71.0,"[188.7717773321667, 0.0, -146.7933446446334]","[0.0, 0.0, 0.0]"
query-000002,238.9104261101229,"[195.42179704576756, 0.0, -137.4354864782867]",nominal,52797.75543081357,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[3373.2051397206114, 0.0, 473.4624970768566]",26.612075808,,query-000002,33182.176849019,,72.0,"[195.42179704576756, 0.0, -137.4354864782867]","[0.0, 0.0, 0.0]"
query-000002,238.2304714854128,"[201.21575893093404, 0.0, -127.53813508911884]",nominal,53322.573328656385,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[3571.5977686587335, 0.0, 340.93625349309764]",26.612075808,,query-000002,31720.321282399127,,73.0,"[201.21575893093404, 0.0, -127.53813508911884]","[0.0, 0.0, 0.0]"
query-000002,237.10841401281195,"[206.0964631837252, 0.0, -117.23757016771731]",nominal,53587.69160567811,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[3775.331662273714, 0.0, 218.5206349103138]",26.612075808,,query-000002,30253.15538217875,,74.0,"[206.0964631837252, 0.0, -117.23757016771731]","[0.0, 0.0, 0.0]"
query-000002,235.5659059951319,"[210.02719253004662, 0.0, -106.67649443646927]",nominal,53594.11007996259,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[3983.4734523036295, 0.0, 106.54786174851733]",26.612075808,,query-000002,28790.52562206976,,75.0,"[210.02719253004662, 0.0, -106.67649443646927]","[0.0, 0.0, 0.0]"
query-000002,233.62742079254343,"[212.9925464495982, 0.0, -95.9997234532054]",nominal,53347.94933244567,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[4195.063683148622, 0.0, 5.206032360959227]",26.612075808,,query-000002,27341.93961034068,,76.0,"[212.9925464495982, 0.0, -95.9997234532054]","[0.0, 0.0, 0.0]"
query-000002,231.35058070388087,"[214.99211839274588, 0.0, -85.44869935243267]",nominal,52345.250590312426,booster-release,8664.1,generic_slender_body_v1,0.0,none,unprofiled,"[4409.135646377183, 0.0, -85.49362352420745]",26.612075808,,query-000002,25923.139552877776,ground_contact,77.0,"[214.99211839274588, 0.0, -85.44869935243267]","[0.0, 0.0, 0.0]"
