time_s,north_m,east_m,altitude_m,speed_m_s,phase_index,route_leg_index,phase,route_north_command_m,route_east_command_m,route_altitude_command_m,route_speed_command_m_s,route_heading_command_deg,route_flight_path_command_deg,route_bank_command_deg,route_bank_achieved_deg,route_pitch_achieved_deg,route_heading_achieved_deg,local_roll_deg,local_pitch_deg,local_heading_deg,aero_alpha_deg,aero_sideslip_deg,mach,dynamic_pressure_pa,source_aerodynamic_force_x_n,source_aerodynamic_force_y_n,source_aerodynamic_force_z_n,source_propulsion_force_x_n,source_total_force_x_n,source_total_force_y_n,source_total_force_z_n,source_total_moment_x_nm,source_total_moment_y_nm,source_total_moment_z_nm,u_m_s,v_m_s,w_m_s,p_rad_s,q_rad_s,r_rad_s,requested_force_x_n,requested_moment_x_nm,requested_moment_y_nm,requested_moment_z_nm,achieved_force_x_n,achieved_moment_x_nm,achieved_moment_y_nm,achieved_moment_z_nm,allocation_status,allocation_residual_norm,saturation_count,elevator_deg,aileron_deg,rudder_deg,throttle_fraction,commanded_elevator_deg,commanded_aileron_deg,commanded_rudder_deg,commanded_throttle_fraction,elevator_position_error_deg,aileron_position_error_deg,rudder_position_error_deg,throttle_position_error_fraction
0.0,0.0,0.0,0.0,152.4,0,1,outbound-climb,0.0,0.0,0.0,152.4,90.0,2.254574965935033,0.0,0.0,2.145234829781838,89.99999999999999,0.0,2.145234829781838,89.99999999999999,2.145234829781838,0.0,0.447869133900138,14225.778000000002,-6397.539983286687,-1.296483254111099e-12,-88561.37619728775,9802.651739613144,3405.111756326457,-1.296483254111099e-12,-88561.37619728775,4.110636952688801e-12,11207.481436403452,6.045482706095155e-12,152.29319080301542,0.0,5.704737946334209,0.0,0.0,0.0,3401.771483004136,6.72447341825633e-12,15707.85814257192,8.240998871563445e-12,3405.111756326457,4.110636952688801e-12,11207.481436403452,6.045482706095155e-12,feasible,4500.377945856086,0,-1.60694721016598,-6.139075719262006e-16,-9.158150413867509e-16,0.09372184239922157,-1.9485275159230184,-8.604228440844963e-16,-1.2835615955883256e-15,0.095488369636862,-0.34158030575703835,-2.465152721582957e-16,-3.677465542015747e-16,0.001766527237640425
0.1,1.0675488271161272e-15,15.240000000000002,0.0,152.40089657966348,0,1,outbound-climb,0.0,15.240000000000002,0.6000000000000001,152.4,90.0,2.2997254085042313,0.0,0.0,2.145234829781838,89.99999999999999,0.0,2.145234829781838,89.99999999999999,2.19094799332959,-2.2711441282188973e-17,0.4478717687450025,14225.945382949736,-6156.5960165585875,1.143628245454678e-11,-92257.9965486724,9594.41544786071,3437.819431302123,1.143628245454678e-11,-92257.9965486724,-5.3370341907600044e-11,7244.346461701091,-5.229811037393209e-11,152.2894867582135,-6.041010425962835e-17,5.826276787554506,2.8018653043806534e-17,0.014066738766624077,7.225577367093979e-18,3406.5959887813046,-7.544934207187215e-11,6092.106813306532,-7.618533001959295e-11,3437.819431302123,-5.3370341907600044e-11,7244.346461701091,-5.229811037393209e-11,feasible,1152.6626178976994,0,-1.3891385328117496,6.9830669632763364e-15,7.293469060218863e-15,0.09189588142047593,-1.3016772148026745,1.0033640585049852e-14,1.0589916273245508e-14,0.09116266474713602,0.08746131800907508,3.050573621773516e-15,3.2964472130266446e-15,-0.0007332166733399065
0.2,2.093464290808811e-15,30.480084807373824,0.0,152.40078064430125,0,1,outbound-climb,0.0,30.480000000000004,1.2000000000000002,152.4,90.0,2.3448772799736677,0.0,0.0,2.2258312927760064,90.0,0.0,2.2258312927760064,90.0,2.286484951920021,1.314080395491441e-16,0.4478714280371924,14225.923738857862,-5741.079558977377,7.485576132000131e-13,-97156.42538356052,9210.574913284765,3469.495354307388,7.485576132000131e-13,-97156.42538356052,1.1490010439512448e-10,1054.7428015600492,-9.815133261863048e-12,152.2794442767674,3.495316405574705e-16,6.080196686893878,-3.296417644395058e-16,0.023204598852077065,-5.73373939727718e-17,3416.4439420193457,1.7607981478295445e-10,-1173.4518342634356,5.408942973226694e-12,3469.495354307388,1.1490010439512448e-10,1054.7428015600492,-9.815133261863048e-12,feasible,2228.826100765447,0,-0.9678710269642403,-9.772480770164965e-15,5.524543785533342e-15,0.08852921519924449,-0.7987105888064111,-1.650068970349139e-14,4.814229862952811e-15,0.08717732661251636,0.16916043815782922,-6.728208933326424e-15,-7.103139225805316e-16,-0.0013518885867281338
0.30000000000000004,3.596081765699921e-15,45.72015433243254,0.0,152.397544209337,0,1,outbound-climb,0.0,45.720000000000006,1.8000000000000003,152.4,90.0,2.3900306085219656,0.0,-1.5916259330334466e-15,2.358783791070569,90.0,-1.5916259330334466e-15,2.358783791070569,90.0,2.3932286720424054,4.635699577845994e-16,0.4478619168867701,14225.31953213506,-5436.240777881793,4.625610080129429e-12,-100789.43779517236,8926.805780557455,3490.565002675662,4.625610080129429e-12,-100789.43779517236,-2.029653316116899e-10,-2302.7473147991354,-2.9014872845785497e-11,152.2646188146063,1.2330214151195586e-15,6.363751902727455,4.1071948919681465e-16,0.024599418829942484,-5.396598081065042e-17,3437.5866048475614,-3.151876393914193e-10,-3651.300813390204,-3.871796582451344e-11,3490.565002675662,-2.029653316116899e-10,-2302.7473147991354,-2.9014872845785497e-11,feasible,1349.5937348466107,0,-0.7128525106725028,1.9439434261901945e-14,8.956937312815908e-16,0.08603866910290572,-0.610449540219127,3.116951141635127e-14,-9.630261853396438e-16,0.08503858753226248,0.10240297045337576,1.1730077154449325e-14,-1.8587199166212346e-15,-0.0010000815706432409
0.4,5.66803548540662e-15,60.959905999441474,0.0,152.39048610573647,0,1,outbound-climb,0.0,60.96000000000001,2.4000000000000004,152.4,90.0,2.435185422335914,0.0,7.958960222270969e-16,2.4997280077388226,90.0,7.958960222270969e-16,2.4997280077388226,90.0,2.482883979279302,8.56237735238307e-16,0.4478411747165171,14224.001906519881,-5283.627462838476,-4.410096663435458e-12,-102846.19085224111,8794.047963353967,3510.420500515491,-4.410096663435458e-12,-102846.19085224111,3.233938940538092e-10,-2834.9213205323426,-8.566781785422738e-12,152.2474230547641,2.2773489741115655e-15,6.601698927271674,-9.264041404981036e-16,0.021778293307367913,-1.0559233357781553e-16,3472.5114327708097,5.115214651420271e-10,-3179.3968579922816,-2.196874381359924e-12,3510.420500515491,3.233938940538092e-10,-2834.9213205323426,-8.566781785422738e-12,feasible,346.5551807802168,0,-0.6476942376063074,-2.8304344376999546e-14,1.308550384675009e-14,0.08487065772403261,-0.6215298601775034,-4.7475912090533257e-14,1.7980335732833908e-14,0.08440164144843355,0.026164377428803953,-1.917156771353371e-14,4.894831886083818e-15,-0.0004690162755990601
0.5,6.02400074267706e-15,76.1989539514867,0.004480032682625113,152.38007739230588,0,1,outbound-climb,0.0,76.2,3.0,152.4,90.0,2.4800045742297536,0.0,-4.775841525167128e-15,2.6245083875710296,89.99999999999999,-4.775841525167128e-15,2.6245083875710296,89.99999999999999,2.547551619196734,1.40459186889004e-15,0.4478106084859459,14222.052996538636,-5225.099530354084,-7.943847270976345e-12,-103889.09802349171,8764.1530355812,3539.0535052271152,-7.943847270976345e-12,-103889.09802349171,-4.711278848286164e-10,-2079.275616218329,1.4031058934411847e-11,152.22947656270145,3.7355599226501154e-15,6.773068103234885,1.169314699302466e-15,0.018273479010889476,-7.727420777534857e-17,3519.5400948560027,-7.48834739173161e-10,-1918.2299867452687,1.9741897724911967e-11,3539.0535052271152,-4.711278848286164e-10,-2079.275616218329,1.4031058934411847e-11,feasible,162.22351234247506,0,-0.6781639436494246,4.1330032574128164e-14,-1.1144951145859124e-14,0.08460315908758854,-0.6903990881911916,6.929179452441758e-14,-2.0874717449735963e-14,0.08449574471092908,-0.012235144541766996,2.796176195028942e-14,-9.729766303876839e-15,-0.00010741437665946763
0.6,8.412368024401928e-15,91.43694794566144,0.024946941230648736,152.36717367302074,0,1,outbound-climb,0.0,91.44,3.5999999999999996,152.4,90.0,2.5236220029613126,0.0,1.99010398776238e-15,2.7292076808711956,90.0,1.99010398776238e-15,2.7292076808711956,90.0,2.5915107048834494,1.7558924149700337e-15,0.44777279072069837,14219.617492779536,-5200.712989976097,-2.4411473973781526e-11,-104487.87089333271,8780.883476938701,3580.1704869626046,-2.4411473973781526e-11,-104487.87089333271,7.454788090995347e-10,-1220.4476156065828,5.360387865322989e-11,152.21134473007234,4.6694602432591314e-15,6.8892777972398935,-1.9123253303688324e-15,0.015700443194103266,-1.078415729178353e-16,3575.6897820369004,1.1771611188117037e-09,-978.5947504824725,6.904825245160869e-11,3580.1704869626046,7.454788090995347e-10,-1220.4476156065828,5.360387865322989e-11,feasible,241.8943676179718,0,-0.7239336365753878,-6.868955842079839e-14,1.628819416851775e-14,0.08474345435562168,-0.7423125079628901,-1.1286804824095498e-13,2.730400435328714e-14,0.08479979007741965,-0.01837887138750227,-4.417848982015659e-14,1.101581018476939e-14,5.633572179797319e-05
0.7,1.0736203592820459e-14,106.67362131174053,0.061564784703155274,152.35250555437543,0,1,outbound-climb,0.0,106.67999999999999,4.199999999999999,152.4,90.0,2.5660252657202705,0.0,-8.95614929334193e-15,2.819164575542961,90.0,-8.95614929334193e-15,2.819164575542961,90.0,2.621873380079112,2.0412244120354915e-15,0.44772986931244996,14216.831664413216,-5180.357087216152,2.4815597621133044e-12,-104940.58187482359,8812.888529150228,3632.5314419340766,2.4815597621133044e-12,-104940.58187482359,-1.1789942594015545e-09,-697.6578246998334,-3.190492657262517e-11,152.193019768468,5.4277235813042166e-15,6.969266995222929,2.951802138329768e-15,0.014193318888861162,3.401686172219861e-17,3638.401035436877,-1.859567203382901e-09,-550.0401836626858,-6.849426712257239e-11,3632.5314419340766,-1.1789942594015545e-09,-697.6578246998334,-3.190492657262517e-11,feasible,147.73428875002327,0,-0.7518766316099271,1.05864210477141e-13,-2.169662039849994e-14,0.08501695074887737,-0.7630971725200911,1.759564716152795e-13,-3.694946517363559e-14,0.085126773531493,-0.011220540910164,7.009226113813849e-14,-1.525284477513565e-14,0.0001098227826156345
0.7999999999999999,1.1637565910938009e-14,121.90878154605687,0.11402545250384195,152.33655234821887,0,1,outbound-climb,0.0,121.91999999999999,4.8,152.4,90.0,2.6072374571908186,0.0,8.1606257224169e-15,2.9004862888525658,90.0,8.1606257224169e-15,2.9004862888525658,90.0,2.6439353954268845,1.9789807024302926e-15,0.4476832512669446,14213.785471743025,-5157.648882817037,-2.5126918016811237e-11,-105327.82248692353,8850.83107776162,3693.182194944584,-2.5126918016811237e-11,-105327.82248692353,1.836334112482439e-09,-485.533996928195,2.393327046690467e-11,152.17438871233225,5.261663248739856e-15,7.027133225550293,-4.7452526546251056e-15,0.013335022040798724,-1.2639421206700736e-16,3705.9162044998584,2.8997261289896487e-09,-437.87705065345256,4.906120995516081e-11,3693.182194944584,1.836334112482439e-09,-485.533996928195,2.393327046690467e-11,feasible,49.32889140776174,0,-0.7609000389493777,-1.6493161069513836e-13,5.179715715365982e-14,0.08534200040037586,-0.7645233982591523,-2.736699755701011e-13,8.130866573200626e-14,0.08547252445150084,-0.003623359309774532,-1.0873836487496273e-13,2.951150857834644e-14,0.0001305240511249861
0.8999999999999999,1.407728100755179e-14,137.14228406816343,0.18223631959228817,152.31960655595358,0,1,outbound-climb,0.0,137.16,5.3999999999999995,152.4,90.0,2.6472654546461896,0.0,-1.910911464078042e-14,2.976890325795753,90.0,-1.910911464078042e-14,2.976890325795753,90.0,2.6604905397512204,2.4116018803883906e-15,0.4476337956824403,14210.533705779026,-5135.760593286777,1.4847862280887778e-11,-105639.61192463552,8895.250559950242,3759.4899666634647,1.4847862280887778e-11,-105639.61192463552,-2.8193277176693357e-09,-426.69853914351336,-5.749598427582649e-11,152.15542440093756,6.411192110694369e-15,7.070315886229482,7.23243484061473e-15,0.012738498696102999,9.631615618685115e-17,3777.0868787060585,-4.4636888267959844e-09,-429.6621932552996,-9.855654121670976e-11,3759.4899666634647,-2.8193277176693357e-09,-426.69853914351336,-5.749598427582649e-11,feasible,17.844734773080894,0,-0.7603387536229819,2.5257083912269696e-13,-6.130716856130298e-14,0.08572349040539833,-0.7601133688723739,4.2021941482062175e-13,-1.0672433705854435e-13,0.085876678143609,0.00022538475060795982,1.676485756979248e-13,-4.541716849724137e-14,0.00015318773821067222
