status	url	path
ok	http://daveml.org/examples/simple_aero.dml	raw/daveml/examples/simple_aero.dml
ok	http://daveml.org/examples/twoD_table.dml	raw/daveml/examples/twoD_table.dml
ok	http://daveml.org/examples/twoD_ungridded.dml	raw/daveml/examples/twoD_ungridded.dml
ok	http://daveml.org/examples/threeD_ungridded.dml	raw/daveml/examples/threeD_ungridded.dml
ok	https://www.daveml.org/DTDs/2p0/DAVEfunc.dtd	raw/daveml/schema/DAVEfunc.dtd
