time_s,north_m,east_m,altitude_m,speed_m_s,phase_index,route_leg_index,phase,route_north_command_m,route_east_command_m,route_altitude_command_m,route_speed_command_m_s,route_heading_command_deg,route_flight_path_command_deg,route_bank_command_deg,route_bank_achieved_deg,route_pitch_achieved_deg,route_heading_achieved_deg,p_rad_s,q_rad_s,r_rad_s,source_force_x_n,source_force_y_n,source_force_z_n,dynamic_pressure_pa,mach,aero_alpha_deg,aero_beta_deg,control_path,response_profile_id,elevator_deg,aileron_deg,rudder_deg,throttle_fraction,allocation_status,allocation_residual_norm,saturation_count
0.0,0.0,0.0,0.0,152.4,0,1,outbound-climb,0.0,0.0,0.0,152.4,90.0,2.254574965935033,0.0,0.0,5.5961148796824,90.0,0.0,0.06022921896215101,0.0,500.103213400962,0.0,-37369.604898241356,14225.778000000002,0.447869133900138,0.0,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
1.0,9.331808609502832e-15,152.4,0.0,152.4,0,1,outbound-climb,0.0,152.4,6.0,152.4,90.0,2.254574965935033,0.0,0.0,3.5185442373953264,90.0,0.0,-0.03626044815068277,0.0,1520.708504230718,0.0,-56201.226158089885,14225.778000000002,0.447869133900138,0.7515249886450109,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
2.0,1.8662814485875396e-14,304.78689037311284,1.9989103063652898,152.4,0,1,outbound-climb,0.0,304.8,12.0,152.4,90.0,2.254574965935033,0.0,0.0,5.015817994989626,90.0,0.0,0.026132356873727967,0.0,2200.684417219665,0.0,-68742.92471947275,14223.147096259838,0.4478792300791561,1.252541647741685,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
3.0,2.7992393337960836e-14,457.1504756710299,5.330257656066711,152.4,0,1,outbound-climb,0.0,457.20000000000005,18.0,152.4,90.0,2.254574965935033,0.0,0.0,3.966000176682755,90.0,0.0,-0.018322777475558487,0.0,2653.3506320008,0.0,-77087.21504378146,14218.762480214693,0.4478960577036961,1.5865527538061344,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
4.0,3.732062451168125e-14,609.4920517109965,9.549761140965295,152.4,0,1,outbound-climb,0.0,609.6,24.0,152.4,90.0,2.254574965935033,0.0,0.0,4.704981478552812,90.0,0.0,0.012897656828306615,0.0,2954.405936339268,0.0,-82631.91592373334,14213.208900614507,0.44791737439147794,1.809226824515767,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
5.0,4.664778111254853e-14,761.8160786444962,14.36129091458658,152.4,0,1,outbound-climb,0.0,762.0,30.0,152.4,90.0,2.254574965935033,0.0,0.0,4.185097585303001,90.0,0.0,-0.009073685665295907,0.0,3154.374537730675,0.0,-86309.98260812608,14206.876114377423,0.44794168567633635,1.9576762049888556,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
6.0,5.597414306494502e-14,914.1271279836177,19.567465058399847,152.4,0,1,outbound-climb,0.0,914.4000000000001,36.0,152.4,90.0,2.254574965935033,0.0,0.0,4.550873287495135,90.0,0.0,0.006383990327046998,0.0,3286.9589417707466,0.0,-88743.74865852401,14200.023909461943,0.4479679954458493,2.056642458637581,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
7.0,6.52999404696295e-14,1066.4289575589282,25.036716196633197,152.4,0,1,outbound-climb,0.0,1066.8,42.0,152.4,90.0,2.254574965935033,0.0,0.0,4.293526821351415,90.0,0.0,-0.004491543152580036,0.0,3374.6320895883755,0.0,-90348.1881262212,14192.825450766908,0.4479956396873913,2.122619961070065,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
8.0,7.462534605145478e-14,1218.724388181341,30.68134298091846,152.4,0,1,outbound-climb,0.0,1219.2,48.0,152.4,90.0,2.254574965935033,0.0,0.0,4.474586733778195,90.0,0.0,0.0031600916152199057,0.0,3432.3752216194216,0.0,-91399.93718821395,14185.396168086592,0.44802417572957787,2.166604962691721,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
9.0,8.395048354824643e-14,1371.0154406429026,36.44288271868995,152.4,0,1,outbound-climb,0.0,1371.6000000000001,54.0,152.4,90.0,2.254574965935033,0.0,0.0,4.347199385857929,90.0,0.0,-0.002223328646592194,0.0,3470.1736674227313,0.0,-92083.38012720423,14177.813008203475,0.44805330844187513,2.1959282971061587,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
10.0,9.327543926853273e-14,1523.3035244688465,42.28236254332182,152.4,0,1,outbound-climb,0.0,1524.0,60.0,152.4,90.0,2.254574965935033,0.0,0.0,4.436824619677145,90.0,0.0,0.0015642554230150887,0.0,3494.6821224400737,0.0,-92521.39944812746,14170.127265995687,0.44808284105092916,2.215477186715784,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
11.0,1.0260027244755461e-13,1675.5896070440704,48.17380157738656,152.4,0,1,outbound-climb,0.0,1676.4,66.0,152.4,90.0,2.254574965935033,0.0,0.0,4.37376747446515,90.0,0.0,-0.0011005548008574959,0.0,3510.3352571969554,0.0,-92795.88379135443,14162.373136688191,0.44811264235742326,2.2285097797888667,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
12.0,1.1192502332932964e-13,1827.874345603258,54.09987970375991,152.4,0,1,outbound-climb,0.0,1828.8000000000002,72.0,152.4,90.0,2.254574965935033,0.0,0.0,4.418132252059458,90.0,0.0,0.0007743114409356918,0.0,3520.0881755688297,0.0,-92961.400840155,14154.573416481884,0.44814262488206724,2.2371981751709225,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
13.0,1.2124971907824457e-13,1980.1581837745111,60.04905038811172,152.4,0,1,outbound-climb,0.0,1981.2,78.0,152.4,90.0,2.254574965935033,0.0,0.0,4.386918763339579,90.0,0.0,-0.0005447781491960014,0.0,3525.90998573618,0.0,-93054.31134373383,14146.74330256708,0.4481727302959752,2.2429904387589596,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
14.0,1.3057437795279625e-13,2132.4414197417123,66.01361603514789,152.4,0,1,outbound-climb,0.0,2133.6,84.0,152.4,90.0,2.254574965935033,0.0,0.0,4.408879470254202,90.0,0.0,0.00038328664172564836,0.0,3529.1127566157384,0.0,-93098.84345936049,14138.892926279937,0.4482029197068231,2.2468519478176505,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
15.0,1.3989901219149569e-13,2284.724253374913,71.98844495678449,152.4,0,1,outbound-climb,0.0,2286.0,90.0,152.4,90.0,2.254574965935033,0.0,0.0,4.393428693427651,90.0,0.0,-0.0002696669276141461,0.0,3530.5707412962893,0.0,-93111.14082464663,14131.029041789128,0.4482331671821827,2.2494262871901114,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
16.0,1.4922362998276326e-13,2437.006818401168,77.97011604641368,152.4,0,1,outbound-climb,0.0,2438.4,96.0,152.4,90.0,2.254574965935033,0.0,0.0,4.40429931364366,90.0,0.0,0.0001897281145031966,0.0,3530.8664630861294,0.0,-93101.96011357875,14123.156151849049,0.44826345543111396,2.2511425134384186,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
17.0,1.5854823679861835e-13,2589.2892041853347,83.95634857466345,152.4,0,1,outbound-climb,0.0,2590.8,102.0,152.4,90.0,2.254574965935033,0.0,0.0,4.396651129658656,90.0,0.0,-0.00013348599233661184,0.0,3530.38806026816,0.0,-93078.46856086106,14115.277258284947,0.44829377292475053,2.2522866642706236,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
18.0,1.6787283629288385e-13,2741.5714703988688,89.94562205900996,152.4,0,1,outbound-climb,0.0,2743.2000000000003,108.0,152.4,90.0,2.254574965935033,0.0,0.0,4.402032121460976,90.0,0.0,9.391602397330054e-05,0.0,3529.3941501950294,0.0,-93045.44171444843,14107.39436230876,0.4483241119763495,2.253049431492093,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
19.0,1.7719743090402386e-13,2893.853656864912,95.93692284609418,152.4,0,1,outbound-climb,0.0,2895.6,114.0,152.4,90.0,2.254574965935033,0.0,0.0,4.398246245907589,90.0,0.0,-6.607599347734888e-05,0.0,3528.0570496230266,0.0,-93006.06152463886,14099.508798059593,0.44835446746108615,2.2535579429730728,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
20.0,1.8652202225882875e-13,3046.135790150967,101.92957516774698,152.4,0,1,outbound-climb,0.0,3048.0,120.0,152.4,90.0,2.254574965935033,0.0,0.0,4.40090985407357,90.0,0.0,4.6488732479362896e-05,0.0,3526.4915729856657,0.0,-92962.44812192586,14091.621454962557,0.4483848359624207,2.25389695062706,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
21.0,1.9584661144233552e-13,3198.4178879770325,107.92312851218327,152.4,0,1,outbound-climb,0.0,3200.4,126.0,152.4,90.0,2.254574965935033,0.0,0.0,4.399035833556564,90.0,0.0,-3.2707828271676936e-05,0.0,3524.7742208983937,0.0,-92916.01414499206,14083.732925967275,0.44841521520289807,2.2541229557297173,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
22.0,2.0517119917812885e-13,3350.6999621601435,113.91728253835865,152.4,0,1,outbound-climb,0.0,3352.8,132.0,152.4,90.0,2.254574965935033,0.0,0.0,4.400354328124576,90.0,0.0,2.301207138147941e-05,0.0,3522.9559655293087,0.0,-92867.70083104298,14075.843606373326,0.448445603664606,2.254273625798156,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
23.0,2.1449578594869929e-13,3502.9820205799683,119.91183701897494,152.4,0,1,outbound-climb,0.0,3505.2000000000003,138.0,152.4,90.0,2.254574965935033,0.0,0.0,4.39942668197017,90.0,0.0,-1.6190479687837356e-05,0.0,3521.070769505037,0.0,-92818.13532324048,14067.953759713662,0.44847600033609636,2.2543740725104486,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
24.0,2.2382037207575196e-13,3655.264068490351,125.90665846919548,152.4,0,1,outbound-climb,0.0,3657.6000000000004,144.0,152.4,90.0,2.254574965935033,0.0,0.0,4.40007934100166,90.0,0.0,1.1391048992385676e-05,0.0,3519.14126205114,0.0,-92767.73548465858,14060.063561676885,0.44850640454363244,2.2544410369853094,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
25.0,2.331449577737769e-13,3807.546109394178,131.90165789914195,152.4,0,1,outbound-climb,0.0,3810.0,150.0,152.4,90.0,2.254574965935033,0.0,0.0,4.399620153185959,90.0,0.0,-8.014339269026814e-06,0.0,3517.18252099286,0.0,-92716.77973569656,14052.173129388713,0.44853681583866495,2.254485679968551,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
26.0,2.4246954318577625e-13,3959.8281456268533,137.8967759822345,152.4,0,1,outbound-climb,0.0,3962.4,156.0,152.4,90.0,2.254574965935033,0.0,0.0,4.39994322149562,90.0,0.0,5.638605712446784e-06,0.0,3515.2045926910087,0.0,-92665.4535865996,14044.282540932953,0.4485672339227994,2.254515441957378,0.0,pseudo_6dof_kinematic_bridge,f16_s119.attitude_response_p6dof.v1,-0.7562951013162765,0.0,0.0,0.0893225837337992,reduced_response_law,0.0,0
