table_id,declared_id,name,function_name,source_kind,dimensions,shape,breakpoint_ids,flat_index,coordinates,value,issues
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,43,"[45.0,0.95]",0.020778,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,44,"[45.0,1.1]",0.015973,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,45,"[45.0,1.2]",0.012768,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,46,"[45.0,1.6]",-4.8022e-05,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,47,"[45.0,2.0]",0.00081861,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,48,"[45.0,2.5]",-0.00070958,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,49,"[45.0,3.0]",-0.00018214,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,50,"[45.0,3.5]",0.00014908,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,51,"[45.0,4.0]",0.00042245,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,52,"[60.0,0.3]",0.0054896,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,53,"[60.0,0.6]",0.0065144,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,54,"[60.0,0.8]",0.0071066,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,55,"[60.0,0.9]",0.0076988,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,56,"[60.0,0.95]",0.0085871,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,57,"[60.0,1.1]",0.0065917,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,58,"[60.0,1.2]",0.0052606,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,59,"[60.0,1.6]",-6.225e-05,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,60,"[60.0,2.0]",0.0010611,
CLBFL1_table,CLBFL1_table,CLBFL1,,top-level-definition,2,"[5,13]",DBFL_PTS;XMACH1_PTS,61,"[60.0,2.5]",-0.0009198,
