query_id,acceleration_ecic_x_m_s2,acceleration_ecic_y_m_s2,acceleration_ecic_z_m_s2,aero_force_body_x_n,aero_force_body_y_n,aero_force_body_z_n,aero_moment_body_x_nm,aero_moment_body_y_nm,aero_moment_body_z_nm,air_relative_speed_m_s,air_relative_velocity_m_s,angular_acceleration_body_x_rad_s2,angular_acceleration_body_y_rad_s2,angular_acceleration_body_z_rad_s2,angular_rate_norm_rad_s,attitude_quaternion,attitude_rate_rad_s,configuration_variant_id,drag_force_n,event_id,force_body_x_n,force_body_y_n,force_body_z_n,force_ecic_x_n,force_ecic_y_n,force_ecic_z_n,gravity_force_body_x_n,gravity_force_body_y_n,gravity_force_body_z_n,heat_rate_w_m2,inertia_x_kg_m2,inertia_xz_kg_m2,inertia_y_kg_m2,inertia_z_kg_m2,mass_kg,mass_property_profile_id,moment_body_x_nm,moment_body_y_nm,moment_body_z_nm,pitch_deg,position_m,projected_area_m2,projected_area_policy,projected_area_ratio_to_reference_average,projected_area_reference_average_m2,propellant_mass_rate_kg_s,propulsion_force_body_x_n,propulsion_force_body_y_n,propulsion_force_body_z_n,propulsion_moment_body_x_nm,propulsion_moment_body_y_nm,propulsion_moment_body_z_nm,query_id,realized_state_fidelity,requested_fidelity,roll_deg,rotation_equation_residual_nm,rotation_equation_residual_normalized,termination,time_s,total_force_body_x_n,total_force_body_y_n,total_force_body_z_n,total_force_ecic_n,total_force_ecic_x_n,total_force_ecic_y_n,total_force_ecic_z_n,total_moment_body_x_nm,total_moment_body_y_nm,total_moment_body_z_nm,translation_equation_residual_n,translation_equation_residual_normalized,velocity_m_s,wind_velocity_m_s,yaw_deg
query-000000,-650.6601260339638,0.0,2.956324840568501,-7807.921512407566,-0.0,153.155698086822,-0.075,-54.0196943303877,-0.6861599999999999,249.63310272568896,"[249.58509155282766, 0.0, -4.895717620636012]",-0.13447999999999982,-10.286511431673931,-0.18453305351521512,0.7632168761236874,"[1.0, 0.0, 0.0, 0.0]","[0.25, 0.4, 0.6]",nominal-triaxial_ellipsoid-pseudo_6dof,7809.423474993101,booster-release,-7807.921512407566,-0.0,153.155698086822,-7807.921512407566,0.0,153.155698086822,0.0,0.0,-117.6798,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.075,-54.0196943303877,-0.6861599999999999,0.0,"[124.89632360772165, 0.0, 998.7748546767486]",0.9204482875372892,native_rigid_body_reuse_instantaneous_projected_area,1.0016676569027674,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,0.0,1.3877787807814457e-17,2.5688140613058515e-19,,0.5,-7807.921512407566,0.0,35.47589808682201,7808.002105741386,-7807.921512407566,0.0,35.47589808682201,-0.075,-54.0196943303877,-0.6861599999999999,9.094947017729282e-13,1.1648238428421501e-16,"[249.58509155282766, 0.0, -4.895717620636012]","[0.0, 0.0, 0.0]",0.0
query-000000,-239.034166747622,-5.5067062021407764e-14,-2.0040347687755706,-1209.2798433774965,2595.2221562732,197.50187215060794,-0.15252398761836666,-67.90827561169728,891.1401525011688,151.09901353706127,"[151.01857851969075, -1.6524590338049292e-15, -4.929587585693227]",6.102898807502574,-6.874365228679367,156.23301889899767,15.083644182568928,"[0.8433938731223665, 0.036880473391784005, -0.04495603221812437, 0.5341400196851519]","[0.5084132920612222, -1.1728127562769777, 15.029382821310891]",nominal-triaxial_ellipsoid-pseudo_6dof,2869.937764048799,booster-release,-1209.2798433774965,2595.2221562732,197.50187215060794,-2868.4100009714643,-6.608047442568932e-13,93.63138277469315,-13.56023839171186,-1.6691583651848019,-116.88399879004773,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.15252398761836666,-67.90827561169728,891.1401525011688,-6.616888837379235,"[172.9318262824102, -6.249052201627118e-17, 997.5712752940457]",0.9231504711936807,native_rigid_body_reuse_instantaneous_projected_area,1.004608278345891,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,0.8181550117522086,4.996003610813204e-16,5.590097639474082e-19,,0.7500000000000002,-1222.8400817692084,2593.552997908015,80.61787336056021,2868.510808772412,-2868.4100009714643,-6.608047442568932e-13,-24.04841722530685,-0.15252398761836666,-67.90827561169728,891.1401525011688,4.556346636343676e-13,1.5884014180492414e-16,"[151.01857851969075, -1.6524590338049292e-15, -4.929587585693227]","[0.0, 0.0, 0.0]",64.64667591605122
query-000000,-123.44764135706643,-3.182639337258782e-15,-3.375598062222,-1466.7817275993311,-209.4219948412099,71.49481093721421,-0.12276505601417305,-26.10428772527017,-88.63012076943033,108.24193625041664,"[108.0953540920815, -2.8326106892172393e-15, -5.631268680038549]",-4.997135978087697,-0.5708111477213373,-15.775242306661115,13.453774288174992,"[-0.9907953478703423, -0.11158251703978032, -0.009834421472736768, 0.07600792513844158]","[0.40921685338057684, 1.0415259125676264, 13.40715510231451]",nominal-triaxial_ellipsoid-pseudo_6dof,1483.3805028830259,booster-release,-1466.7817275993311,-209.4219948412099,71.49481093721421,-1481.3716962847973,-3.8191672047105385e-14,77.172623253336,4.289441571484779,-25.8443539686212,-114.72665508498639,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.12276505601417305,-26.10428772527017,-88.63012076943033,2.08890015524585,"[204.73214752542702, -7.634402369542196e-16, 996.2581554916503]",0.9296460848383064,native_rigid_body_reuse_instantaneous_projected_area,1.011677057969531,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,12.695050220493382,8.465450562766819e-16,9.162286483085168e-18,,1.0000000000000004,-1462.4922860278464,-235.2663488098311,-43.23184414777218,1481.9254144260037,-1481.3716962847973,-3.8191672047105385e-14,-40.507176746664,-0.12276505601417305,-26.10428772527017,-88.63012076943033,2.2914314707516465e-13,1.5462529007501976e-16,"[108.0953540920815, -2.8326106892172393e-15, -5.631268680038549]","[0.0, 0.0, 0.0]",-8.541202547760392
query-000000,-75.65492902006719,-7.012908772215572e-15,-3.903429798051665,379.4332427723224,-827.3654377222456,26.892248825006384,0.21117287531712522,-8.986553113227368,-311.47055613195636,84.2096592100433,"[83.95447263849292, -2.3724078257458804e-15, -6.550818900273024]",2.904589891816845,-12.683182936410198,-54.6582522282121,19.16095513372302,"[0.5336887374186295, 0.027518363763356063, 0.08747004625579238, -0.8406949876241122]","[-0.7039095843904174, -0.4101483386559399, 19.143627954853482]",nominal-triaxial_ellipsoid-pseudo_6dof,910.6186612984101,booster-release,379.4332427723224,-827.3654377222456,26.892248825006384,-907.8591482408062,-8.415490526658687e-14,70.83864242338002,16.431943274363046,13.850768570979024,-115.70083309233905,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,0.21117287531712522,-8.986553113227368,-311.47055613195636,8.026590317264548,"[228.49253034861542, -1.4114134244063652e-15, 994.7381079834761]",0.9427385033048161,native_rigid_body_reuse_instantaneous_projected_area,1.0259247373949847,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,-6.826501250919561,5.337809250738056e-15,1.7130311700004098e-17,,1.2500000000000007,395.86518604668544,-813.5146691512666,-88.80858426733266,909.0667341222205,-907.8591482408062,-8.415490526658687e-14,-46.84115757661998,0.21117287531712522,-8.986553113227368,-311.47055613195636,4.856703836433968e-13,5.342516290757819e-16,"[83.95447263849292, -2.3724078257458804e-15, -6.550818900273024]","[0.0, 0.0, 0.0]",-115.66323964131342
query-000000,-51.55437943295462,3.1086244689504383e-15,-4.107490385246139,244.04455327988688,566.8534570270017,80.79341787232936,-0.2690441034337886,-26.914181746088882,178.40021100862216,68.77481522694282,"[68.35839521969153, -2.0213793023674905e-15, -7.556785857001671]",7.906536528621261,7.55995257039904,31.959990314261507,17.55950365372671,"[0.557569199055215, 0.05340314404027598, -0.09927061828764272, 0.8224415096627412]","[0.8968136781126288, -1.3135977930890097, 17.48731982408921]",nominal-triaxial_ellipsoid-pseudo_6dof,622.4212095522894,booster-release,244.04455327988688,566.8534570270017,80.79341787232936,-618.6525531954554,3.730349362740526e-14,68.38991537704632,-23.36443028446238,12.20770914729744,-114.68919113367872,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.2690441034337886,-26.914181746088882,178.40021100862216,-11.451735664197443,"[247.40712170673632, -1.949027841125556e-15, 992.9757092794692]",0.9658595761304233,native_rigid_body_reuse_instantaneous_projected_area,1.051085988880681,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,-6.075781572853218,3.554447978966673e-15,1.9701053737258476e-17,,1.5000000000000009,220.6801229954245,579.0611661742992,-33.89577326134936,620.6129827045193,-618.6525531954554,3.730349362740526e-14,-49.28988462295368,-0.2690441034337886,-26.914181746088882,178.40021100862216,1.4281732235759946e-13,2.3012300151251657e-16,"[68.35839521969153, -2.0213793023674905e-15, -7.556785857001671]","[0.0, 0.0, 0.0]",112.33964330917551
query-000000,-37.842532448484334,8.881784197001252e-16,-4.1364650073583045,-452.0790208928628,-43.117134403471596,67.90773906114579,-0.16126400621202436,-25.09843366370131,-31.181102822092384,57.9705088204822,"[57.330519617166594, -1.6582293987007124e-15, -8.590192857630173]",-6.456700103882659,1.310752007435628,-5.897871216180566,14.138206516464178,"[-0.9883926643731006, -0.13597650317874443, -0.006616538420639223, 0.06742813223019341]","[0.5375466873734145, 1.2820086631023961, 14.06969725505188]",nominal-triaxial_ellipsoid-pseudo_6dof,459.1796918800017,booster-release,-452.0790208928628,-43.117134403471596,67.90773906114579,-454.11038938181207,1.0658141036401503e-14,68.04221991170034,3.6971179569651396,-31.526897951403186,-113.31778921428928,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.16126400621202436,-25.09843366370131,-31.181102822092384,1.8003439600145021,"[263.04722682351854, -2.3986600948159045e-15, 990.9574837705774]",1.0026602570760734,native_rigid_body_reuse_instantaneous_projected_area,1.0911339224304106,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,15.547453680662345,2.275957200481571e-15,5.685952310860554e-17,,1.750000000000001,-448.38190293589764,-74.64403235487478,-45.41005015314349,456.8152089209852,-454.11038938181207,1.0658141036401503e-14,-49.63758008829966,-0.16126400621202436,-25.09843366370131,-31.181102822092384,6.355287432313019e-14,1.3912162529186471e-16,"[57.330519617166594, -1.6582293987007124e-15, -8.590192857630173]","[0.0, 0.0, 0.0]",-7.559545471181723
query-000000,-29.370714514421458,-5.597374415818497e-16,-4.044267157304331,283.8180842334755,-213.46834151204058,53.66644890873747,0.19044013637616666,-18.57876489504659,-93.32413570534382,49.94162708383285,"[49.007327776496076, -1.553567748983445e-15, -9.614985178756264]",1.2554544104451861,-11.975361743832071,-16.40181973470124,16.286929621177176,"[0.2980019341120264, 0.012171006536893883, 0.10508206776887295, -0.9486856554722373]","[-0.6348004545872222, -0.19700599519414597, 16.27336146915848]",nominal-triaxial_ellipsoid-pseudo_6dof,359.1678235927258,booster-release,283.8180842334755,-213.46834151204058,53.66644890873747,-352.4485741730575,-6.716849298982197e-15,69.14859411234802,10.087775764511367,22.609317917047434,-115.04603796520253,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,0.19044013637616666,-18.57876489504659,-93.32413570534382,4.9175576223521595,"[276.29552402602604, -2.7999188615771915e-15, 988.6813542301786]",1.0564309254393338,native_rigid_body_reuse_instantaneous_projected_area,1.1496492568807892,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,-11.118309931660967,1.5888436770762678e-14,1.6697309966320315e-16,,2.0000000000000013,293.90585999798685,-190.85902359499315,-61.37958905646506,355.77419156191036,-352.4485741730575,-6.716849298982197e-15,-48.53120588765198,0.19044013637616666,-18.57876489504659,-93.32413570534382,6.703246762680666e-14,1.8841295747879433e-16,"[49.007327776496076, -1.553567748983445e-15, -9.614985178756264]","[0.0, 0.0, 0.0]",-145.60174173676074
query-000000,-23.790442403325983,-2.812564995717063e-15,-3.8575332918454692,-137.04731852576808,245.0091192157976,88.24325499922688,-0.20432119628338746,-29.42762098768763,70.06618121013264,43.71289563447156,"[42.40710609544222, -1.4112240504269035e-15, -10.604461200839493]",6.643718147589027,1.922658886816514,12.870767288886663,13.80570870864527,"[0.8715653658711807, 0.06702440411639259, -0.07362940532501089, 0.48006275937439946]","[0.6810706542779582, -1.4041601753774333, 13.717218009265919]",nominal-triaxial_ellipsoid-pseudo_6dof,294.27590466577925,booster-release,-137.04731852576808,245.0091192157976,88.24325499922688,-285.4853088399118,-3.375077994860476e-14,71.38940049785437,-22.676605608567613,-5.429608005280606,-115.34654846601383,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.20432119628338746,-29.42762098768763,70.06618121013264,-11.11025040479958,"[287.69336341948775, -3.1708898383155557e-15, 986.1529491520685]",1.1294718836249285,native_rigid_body_reuse_instantaneous_projected_area,1.2291352708527947,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,2.695045148537344,3.58766985720938e-15,4.7209057899140955e-17,,2.2500000000000004,-159.72392413433568,239.57951121051698,-27.10329346678695,289.21387008490456,-285.4853088399118,-3.375077994860476e-14,-46.29039950214563,-0.20432119628338746,-29.42762098768763,70.06618121013264,1.0272197169172842e-13,3.551765054060939e-16,"[42.40710609544222, -1.4112240504269035e-15, -10.604461200839493]","[0.0, 0.0, 0.0]",57.43023736371187
query-000000,-19.899560202797982,7.031412489292658e-16,-3.5968572292037138,-1.982172941169873,-236.86866316028582,80.40576251809645,-0.32918170160989696,-29.096107252248405,-98.53617851474728,38.73109558458071,"[36.972717552266516, -1.370843542847221e-15, -11.537587355346458]",-4.642071050667434,6.583656738952191,-17.883491864465373,13.743983144008096,"[-0.6863473334318321, -0.07217925061954551, -0.054222887116299634, 0.7216490644238288]","[1.0972723386996566, 0.9191622070468692, 13.669243099551634]",nominal-triaxial_ellipsoid-pseudo_6dof,250.1515125739323,booster-release,-1.982172941169873,-236.86866316028582,80.40576251809645,-238.7947224335758,8.43769498715119e-15,74.51751324955544,21.01851198058891,-2.450126488489234,-115.76162733113354,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,-0.32918170160989696,-29.096107252248405,-98.53617851474728,10.288669583273276,"[297.5956317710838, -3.5294358581572363e-15, 983.3838335921077]",1.2225931505453635,native_rigid_body_reuse_instantaneous_projected_area,1.3304734584587232,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,1.2124998040723076,3.573900864766138e-15,3.478494850721826e-17,,2.4999999999999996,19.03633903941904,-239.31878964877507,-35.35586481303709,242.6641763006153,-238.7947224335758,8.43769498715119e-15,-43.162286750444565,-0.32918170160989696,-29.096107252248405,-98.53617851474728,3.1776437161565096e-14,1.3094820029059446e-16,"[36.972717552266516, -1.370843542847221e-15, -11.537587355346458]","[0.0, 0.0, 0.0]",-92.7633114892863
query-000000,-17.03301317571706,-1.924386576016938e-15,-3.28315201181006,17.40759986288719,210.44032375331588,57.59950346528326,0.04393410405111207,-21.007448939736868,58.70620073722083,34.66574715264518,"[32.372704696896086, -1.2083192278534827e-15, -12.398468302927158]",-3.7278240122605877,-5.603379054312331,10.344085096805655,13.097229200205556,"[-0.7009412503067147, -0.12207917500394343, 0.059860256465949634, -0.7001391207071969]","[-0.1464470135037069, 0.8165922224351919, 13.07092740157374]",nominal-triaxial_ellipsoid-pseudo_6dof,218.874066974217,booster-release,17.40759986288719,210.44032375331588,57.59950346528326,-204.39615810860474,-2.3092638912203256e-14,78.28197585827928,-29.992092537048453,-10.275758297606455,-113.32880703818557,0.0,1.5,0.0,5.1899999999999995,5.717999999999999,12.0,alpha3-passive-deployment-parent-v1,0.04393410405111207,-21.007448939736868,58.70620073722083,-14.76539977572127,"[306.2489118707066, -3.841877746683776e-15, 980.3901908664177]",1.3348688890142264,native_rigid_body_reuse_instantaneous_projected_area,1.4526562876321412,0.918915851175015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,query-000000,rigid_body_6dof,pseudo_6dof,5.180960023834641,7.108276205327527e-15,1.1400294957084358e-16,,2.7499999999999987,-12.584492674161265,200.16456545570944,-55.72930357290231,208.1585405325943,-204.39615810860474,-2.3092638912203256e-14,-39.39782414172072,0.04393410405111207,-21.007448939736868,58.70620073722083,9.539548942497015e-14,4.582828510465691e-16,"[32.372704696896086, -1.2083192278534827e-15, -12.398468302927158]","[0.0, 0.0, 0.0]",89.26264680178038
